custom_date,PM10 (ug/m3),PM2.5 (ug/m3),NO2 (ug/m3),Ozone (ug/m3),CO (mg/m3),SO2 (ug/m3),NH3 (ug/m3),NOx (ppb),PM10_SubIndex,PM2.5_SubIndex,NO2_SubIndex,O3_SubIndex,CO_SubIndex,SO2_SubIndex,NH3_SubIndex,AQI
2021-11-10,74.65,60.88,24.4,44.78,0.98,5.49,5.55,18.25,74.65,,30.5,44.78,49.0,6.86,1.39,74.65
2021-11-11,13.43,9.09,14.95,36.64,0.89,5.13,4.64,11.69,13.43,15.15,18.69,36.64,44.5,6.41,1.16,44.5
2021-11-12,18.73,11.38,15.41,26.44,0.88,4.87,4.4,12.36,18.73,18.97,19.26,26.44,44.0,6.09,1.1,44.0
2021-11-13,41.52,29.32,13.94,24.1,1.04,4.46,5.53,11.82,41.52,48.87,17.43,24.1,,5.58,1.38,48.87
2021-11-14,50.72,38.74,10.88,26.45,0.98,5.16,7.99,9.27,,44.77,13.6,26.45,49.0,6.45,2.0,49.0
2021-11-15,26.19,15.61,17.38,25.61,0.9,4.49,15.84,13.27,26.19,26.02,21.72,25.61,45.0,5.61,3.96,45.0
2021-11-16,27.04,16.24,13.97,16.71,0.87,4.02,4.88,12.99,27.04,27.07,17.46,16.71,43.5,5.02,1.22,43.5
2021-11-17,18.75,11.04,10.26,15.76,0.81,4.85,4.89,12.02,18.75,18.4,12.82,15.76,40.5,6.06,1.22,40.5
2021-11-18,13.36,6.75,11.09,19.69,0.8,5.07,5.2,10.87,13.36,11.25,13.86,19.69,40.0,6.34,1.3,40.0
2021-11-19,12.69,7.3,9.15,19.84,0.76,5.84,5.38,8.47,12.69,12.17,11.44,19.84,38.0,7.3,1.34,38.0
2021-11-20,21.79,15.77,9.57,16.58,0.77,4.34,6.48,9.1,21.79,26.28,11.96,16.58,38.5,5.42,1.62,38.5
2021-11-21,32.21,17.22,14.22,15.2,0.82,5.93,6.98,13.09,32.21,28.7,17.78,15.2,41.0,7.41,1.75,41.0
2021-11-22,20.77,11.97,14.25,11.08,0.8,5.13,5.95,15.59,20.77,19.95,17.81,11.08,40.0,6.41,1.49,40.0
2021-11-23,23.47,14.79,12.73,14.23,0.78,4.82,5.84,12.1,23.47,24.65,15.91,14.23,39.0,6.03,1.46,39.0
2021-11-24,26.98,18.4,11.34,16.78,0.8,3.65,5.8,10.73,26.98,30.67,14.18,16.78,40.0,4.56,1.45,40.0
2021-11-25,45.52,29.41,10.97,25.1,0.86,4.28,5.97,9.39,45.52,49.02,13.71,25.1,43.0,5.35,1.49,49.02
2021-11-26,52.3,38.86,12.16,27.43,0.92,4.81,5.95,9.53,52.3,44.97,15.2,27.43,46.0,6.01,1.49,52.3
2021-11-27,31.17,26.98,16.54,27.4,0.89,5.39,5.77,12.43,31.17,44.97,20.67,27.4,44.5,6.74,1.44,44.97
2021-11-28,11.14,7.44,14.93,18.5,0.76,4.16,5.22,12.44,11.14,12.4,18.66,18.5,38.0,5.2,1.3,38.0
2021-11-29,10.64,5.92,11.62,18.92,0.83,4.02,5.26,9.6,10.64,9.87,14.52,18.92,41.5,5.02,1.31,41.5
2021-11-30,31.5,24.63,11.36,30.53,0.86,4.97,5.54,9.17,31.5,41.05,14.2,30.53,43.0,6.21,1.39,43.0
2021-12-01,66.04,53.01,15.22,40.59,0.9,4.48,6.38,11.35,66.04,68.88,19.03,40.59,45.0,5.6,1.59,68.88
2021-12-02,70.82,57.45,21.92,37.26,0.96,3.4,6.07,16.68,70.82,76.38,27.4,37.26,48.0,4.25,1.52,76.38
2021-12-03,65.33,46.66,21.09,30.24,0.97,4.78,5.43,15.26,65.33,58.15,26.36,30.24,48.5,5.98,1.36,65.33
2021-12-04,74.81,59.46,18.48,35.38,1.04,4.55,5.74,13.29,74.81,79.78,23.1,35.38,,5.69,1.44,79.78
2021-12-05,90.64,75.0,17.04,36.58,1.07,6.64,6.22,11.85,90.64,111.21,21.3,36.58,,8.3,1.55,111.21
2021-12-06,89.45,73.68,25.31,29.03,1.16,4.97,6.38,19.57,89.45,106.7,31.64,29.03,9.71,6.21,1.59,106.7
2021-12-07,43.37,32.57,19.35,26.6,0.92,5.24,5.5,14.89,43.37,34.34,24.19,26.6,46.0,6.55,1.38,46.0
2021-12-08,28.56,19.82,14.98,22.21,0.84,5.29,6.84,14.62,28.56,33.03,18.73,22.21,42.0,6.61,1.71,42.0
2021-12-09,15.37,9.52,13.18,18.67,0.85,3.7,5.36,13.62,15.37,15.87,16.48,18.67,42.5,4.62,1.34,42.5
2021-12-10,22.03,14.51,16.74,23.9,0.75,5.32,5.26,13.76,22.03,24.18,20.92,23.9,37.5,6.65,1.31,37.5
2021-12-11,19.11,12.29,15.8,22.48,0.78,3.58,5.23,13.54,19.11,20.48,19.75,22.48,39.0,4.47,1.31,39.0
2021-12-12,25.47,17.72,14.28,25.16,0.78,4.03,5.25,11.95,25.47,29.53,17.85,25.16,39.0,5.04,1.31,39.0
2021-12-13,31.51,21.96,14.71,32.25,0.77,5.15,5.08,11.55,31.51,36.6,18.39,32.25,38.5,6.44,1.27,38.5
2021-12-14,49.85,39.09,15.03,38.22,0.83,4.79,5.32,11.4,49.85,45.36,18.79,38.22,41.5,5.99,1.33,49.85
2021-12-15,84.2,66.25,21.13,37.88,0.94,4.77,5.62,15.41,84.2,81.34,26.41,37.88,47.0,5.96,1.41,84.2
2021-12-16,107.86,89.41,19.57,43.01,0.98,8.24,5.84,14.35,105.22,160.4,24.46,43.01,49.0,10.3,1.46,160.4
2021-12-17,112.43,91.28,24.12,41.64,1.01,10.21,5.86,17.52,108.26,94.37,30.15,41.64,,12.76,1.47,108.26
2021-12-18,98.81,77.38,25.41,45.36,0.94,10.32,5.6,18.29,98.81,119.33,31.76,45.36,47.0,12.9,1.4,119.33
2021-12-19,86.38,66.41,19.27,44.64,0.86,6.54,5.29,14.4,86.38,81.88,24.09,44.64,43.0,8.18,1.32,86.38
2021-12-20,104.12,82.96,27.02,41.2,0.93,6.73,5.86,19.56,102.74,138.38,33.77,41.2,46.5,8.41,1.47,138.38
2021-12-21,96.6,78.89,14.11,30.83,0.98,6.01,5.04,10.08,96.6,124.49,17.64,30.83,49.0,7.51,1.26,124.49
2021-12-22,116.89,94.03,4.83,37.64,1.03,7.88,7.16,3.37,111.22,103.76,6.04,37.64,,9.85,1.79,111.22
2021-12-23,93.42,75.15,3.82,38.4,0.92,7.47,2.4,2.72,93.42,111.72,4.77,38.4,46.0,9.34,0.6,111.72
2021-12-24,80.61,57.47,4.82,29.97,0.9,7.91,3.06,3.28,80.61,76.41,6.03,29.97,45.0,9.89,0.77,80.61
2021-12-25,86.85,62.0,32.02,31.94,0.93,11.28,6.54,22.17,86.85,66.83,40.03,31.94,46.5,14.1,1.64,86.85
2021-12-26,81.21,59.52,28.97,35.62,0.92,7.31,6.95,21.84,81.21,79.88,36.21,35.62,46.0,9.14,1.74,81.21
2021-12-27,77.2,54.61,27.95,28.27,0.89,9.24,6.82,23.89,77.2,71.58,34.94,28.27,44.5,11.55,1.71,77.2
2021-12-28,48.0,34.74,15.54,28.93,0.8,4.54,7.34,13.35,48.0,38.01,19.42,28.93,40.0,5.67,1.83,48.0
2021-12-29,53.08,39.98,16.62,25.98,0.81,4.89,7.55,13.9,53.08,46.86,20.78,25.98,40.5,6.11,1.89,53.08
2021-12-30,44.67,33.34,13.43,28.61,0.81,4.78,7.26,11.57,44.67,35.64,16.79,28.61,40.5,5.98,1.81,44.67
2021-12-31,35.14,25.61,11.05,34.18,0.78,3.87,6.77,9.29,35.14,42.68,13.81,34.18,39.0,4.84,1.69,42.68
2022-01-01,32.17,22.52,13.35,30.9,0.74,5.29,6.96,10.86,32.17,37.53,16.69,30.9,37.0,6.61,1.74,37.53
2022-01-02,47.02,31.8,13.1,30.08,0.79,4.98,6.68,11.17,47.02,33.04,16.38,30.08,39.5,6.23,1.67,47.02
2022-01-03,71.66,57.84,15.4,34.22,0.88,4.06,6.8,12.99,71.66,77.04,19.25,34.22,44.0,5.07,1.7,77.04
2022-01-04,77.42,62.35,18.91,36.81,0.86,6.95,7.11,14.82,77.42,68.02,23.64,36.81,43.0,8.69,1.78,77.42
2022-01-05,61.39,46.4,22.81,25.38,0.85,5.53,7.22,20.68,61.39,57.71,28.51,25.38,42.5,6.91,1.8,61.39
2022-01-06,49.21,35.92,16.71,21.7,0.81,6.14,6.78,17.25,49.21,40.0,20.89,21.7,40.5,7.67,1.7,49.21
2022-01-07,33.15,19.29,16.35,21.96,0.83,4.86,6.86,14.2,33.15,32.15,20.44,21.96,41.5,6.08,1.72,41.5
2022-01-08,36.67,21.76,16.56,21.1,0.84,4.27,7.57,16.14,36.67,36.27,20.7,21.1,42.0,5.34,1.89,42.0
2022-01-09,45.9,30.09,18.1,22.33,0.86,4.05,7.24,18.66,45.9,,22.62,22.33,43.0,5.06,1.81,45.9
2022-01-10,63.01,38.93,17.17,24.07,0.81,6.97,7.71,13.51,63.01,45.09,21.46,24.07,40.5,8.71,1.93,63.01
2022-01-11,43.62,23.58,15.86,16.51,0.87,4.7,7.73,15.49,43.62,39.3,19.82,16.51,43.5,5.88,1.93,43.62
2022-01-12,46.77,25.84,14.19,14.77,0.82,4.75,7.43,13.2,46.77,43.07,17.74,14.77,41.0,5.94,1.86,46.77
2022-01-13,50.89,27.79,15.73,16.3,0.84,5.11,6.75,12.7,,46.32,19.66,16.3,42.0,6.39,1.69,46.32
2022-01-14,42.32,26.66,17.28,17.88,0.89,4.69,6.34,14.04,42.32,44.43,21.6,17.88,44.5,5.86,1.58,44.5
2022-01-15,42.9,26.57,12.6,20.72,0.82,5.29,6.39,11.51,42.9,44.28,15.75,20.72,41.0,6.61,1.6,44.28
2022-01-16,27.59,17.69,12.34,25.06,0.74,4.38,5.4,10.66,27.59,29.48,15.43,25.06,37.0,5.47,1.35,37.0
2022-01-17,32.46,23.47,16.66,29.13,0.76,4.68,5.57,13.74,32.46,39.12,20.82,29.13,38.0,5.85,1.39,39.12
2022-01-18,53.89,41.49,19.48,28.48,0.86,4.68,5.86,16.87,53.89,49.41,24.35,28.48,43.0,5.85,1.47,53.89
2022-01-19,76.26,55.43,24.79,30.86,0.92,8.26,6.0,21.52,76.26,72.97,30.99,30.86,46.0,10.32,1.5,76.26
2022-01-20,94.0,68.8,16.87,35.24,0.9,7.6,6.28,13.01,94.0,90.04,21.09,35.24,45.0,9.5,1.57,94.0
2022-01-21,83.27,53.11,17.69,39.04,0.86,6.14,6.3,12.07,83.27,69.05,22.11,39.04,43.0,7.67,1.57,83.27
2022-01-22,87.52,40.1,20.8,35.65,0.94,7.04,6.47,16.01,87.52,47.07,26.0,35.65,47.0,8.8,1.62,87.52
2022-01-23,95.91,,22.65,30.64,1.0,7.55,6.58,17.43,95.91,,28.31,30.64,50.0,9.44,1.65,95.91
2022-01-24,72.96,33.63,22.79,27.48,0.81,5.18,5.88,17.08,72.96,36.13,28.49,27.48,40.5,6.47,1.47,72.96
2022-01-25,69.01,41.19,14.77,26.18,0.82,5.46,6.03,10.91,69.01,48.91,18.46,26.18,41.0,6.83,1.51,69.01
2022-01-26,36.46,26.28,14.17,16.65,0.78,6.26,5.7,11.37,36.46,43.8,17.71,16.65,39.0,7.82,1.43,43.8
2022-01-27,77.31,43.66,13.66,27.04,0.77,7.6,5.92,11.41,77.31,53.08,17.07,27.04,38.5,9.5,1.48,77.31
2022-01-28,148.48,74.03,17.5,39.73,0.76,8.21,6.08,12.63,132.21,107.9,21.88,39.73,38.0,10.26,1.52,132.21
2022-01-29,136.8,79.16,21.81,39.07,0.89,8.9,6.28,15.7,124.45,125.41,27.26,39.07,44.5,11.12,1.57,125.41
2022-01-30,108.16,68.95,20.63,34.87,0.92,7.37,6.26,16.66,105.42,90.55,25.79,34.87,46.0,9.21,1.56,105.42
2022-01-31,96.93,67.06,18.55,31.69,0.93,4.75,5.97,14.18,96.93,84.1,23.19,31.69,46.5,5.94,1.49,96.93
2022-02-01,100.68,67.97,23.12,41.36,0.93,6.75,6.15,16.75,,87.21,28.9,41.36,46.5,8.44,1.54,87.21
2022-02-02,85.54,52.31,31.38,45.38,0.85,8.26,6.51,21.34,85.54,67.7,39.23,45.38,42.5,10.32,1.63,85.54
2022-02-03,55.5,27.75,15.82,31.79,0.8,6.43,14.41,11.4,55.5,46.25,19.77,31.79,40.0,8.04,3.6,55.5
2022-02-04,84.98,52.03,26.53,32.28,0.94,6.29,7.75,20.15,84.98,67.22,33.16,32.28,47.0,7.86,1.94,84.98
2022-02-05,80.21,53.5,21.71,32.01,0.88,5.63,6.51,16.73,80.21,69.71,27.14,32.01,44.0,7.04,1.63,80.21
2022-02-06,55.9,33.42,17.93,28.52,0.8,5.82,4.85,14.58,55.9,35.78,22.41,28.52,40.0,7.28,1.21,55.9
2022-02-07,82.14,45.94,25.32,30.72,0.82,6.04,3.46,20.04,82.14,56.93,31.65,30.72,41.0,7.55,0.86,82.14
2022-02-08,81.26,45.15,22.82,38.4,0.82,6.11,3.96,17.36,81.26,55.6,28.52,38.4,41.0,7.64,0.99,81.26
2022-02-09,67.56,37.85,16.55,40.02,0.8,6.22,4.5,12.24,67.56,43.26,20.69,40.02,40.0,7.77,1.12,67.56
2022-02-10,64.73,39.96,25.82,30.34,0.82,8.04,3.52,18.86,64.73,46.83,32.27,30.34,41.0,10.05,0.88,64.73
2022-02-11,54.89,32.53,16.85,32.82,0.75,8.98,3.05,12.29,54.89,34.27,21.06,32.82,37.5,11.23,0.76,54.89
2022-02-12,64.67,38.6,17.45,33.56,0.63,7.57,5.27,11.12,64.67,44.53,21.81,33.56,31.5,9.46,1.32,64.67
2022-02-13,,,,,,,,,,,,,,,,
2022-02-14,72.07,51.1,17.64,39.51,0.93,5.45,7.55,10.95,72.07,65.65,22.05,39.51,46.5,6.81,1.89,72.07
2022-02-15,66.34,44.89,19.8,40.71,0.78,5.3,6.73,12.08,66.34,55.16,24.75,40.71,39.0,6.62,1.68,66.34
2022-02-16,73.94,47.89,26.37,45.75,0.86,6.16,5.79,15.55,73.94,60.23,32.96,45.75,43.0,7.7,1.45,73.94
2022-02-17,58.27,37.26,21.77,40.9,0.84,4.28,6.45,13.26,58.27,42.27,27.21,40.9,42.0,5.35,1.61,58.27
2022-02-18,63.01,38.53,16.96,36.56,0.83,4.22,7.32,10.66,63.01,44.41,21.2,36.56,41.5,5.27,1.83,63.01
2022-02-19,72.14,51.69,23.09,37.16,0.88,6.15,7.53,13.97,72.14,66.65,28.86,37.16,44.0,7.69,1.88,72.14
2022-02-20,90.22,58.42,22.7,40.84,0.86,5.95,8.05,13.64,90.22,78.02,28.38,40.84,43.0,7.44,2.01,90.22
2022-02-21,91.83,48.72,20.1,41.34,0.81,5.87,7.51,12.33,91.83,61.63,25.12,41.34,40.5,7.34,1.88,91.83
2022-02-22,84.1,41.19,18.36,31.55,0.8,8.65,7.3,11.35,84.1,48.91,22.95,31.55,40.0,10.81,1.82,84.1
2022-02-23,54.44,29.83,16.08,23.94,0.76,5.62,9.88,9.7,54.44,49.72,20.1,23.94,38.0,7.03,2.47,54.44
2022-02-24,54.05,34.83,23.09,21.88,0.78,8.56,8.53,13.89,54.05,38.16,28.86,21.88,39.0,10.7,2.13,54.05
2022-02-25,60.42,37.86,23.65,25.61,0.83,5.1,7.4,14.08,60.42,43.28,29.56,25.61,41.5,6.38,1.85,60.42
2022-02-26,55.82,31.72,21.69,17.64,0.8,7.22,7.51,12.98,55.82,32.91,27.11,17.64,40.0,9.03,1.88,55.82
2022-02-27,40.22,21.89,22.76,17.26,0.74,5.03,6.75,13.3,40.22,36.48,28.45,17.26,37.0,6.29,1.69,40.22
2022-02-28,38.06,24.58,26.0,22.39,0.75,5.48,5.76,15.34,38.06,40.97,32.5,22.39,37.5,6.85,1.44,40.97
2022-03-01,32.2,21.07,24.51,33.83,0.67,4.0,5.28,14.52,32.2,35.12,30.64,33.83,33.5,5.0,1.32,35.12
2022-03-02,28.65,15.94,22.75,27.94,0.66,6.0,6.11,13.22,28.65,26.57,28.44,27.94,33.0,7.5,1.53,33.0
2022-03-03,55.34,32.6,17.68,36.81,0.73,10.66,7.95,10.67,55.34,34.39,22.1,36.81,36.5,13.32,1.99,55.34
2022-03-04,69.81,41.11,16.21,34.63,0.79,8.7,8.05,10.0,69.81,48.77,20.26,34.63,39.5,10.88,2.01,69.81
2022-03-05,51.39,27.16,20.43,29.78,0.77,6.9,6.56,11.66,51.39,45.27,25.54,29.78,38.5,8.62,1.64,51.39
2022-03-06,43.17,22.74,17.41,35.93,0.7,5.6,5.95,10.33,43.17,37.9,21.76,35.93,35.0,7.0,1.49,43.17
2022-03-07,68.89,43.86,23.49,36.88,0.84,13.76,7.34,13.64,68.89,53.42,29.36,36.88,42.0,17.2,1.83,68.89
2022-03-08,87.64,55.21,33.73,33.13,0.86,12.96,7.2,18.84,87.64,72.6,42.16,33.13,43.0,16.2,1.8,87.64
2022-03-09,103.59,64.53,30.75,56.06,0.89,12.57,8.1,17.24,102.39,75.46,38.44,56.06,44.5,15.71,2.02,102.39
2022-03-10,84.74,51.94,34.45,51.27,0.79,11.2,7.05,19.3,84.74,67.07,43.06,51.27,39.5,14.0,1.76,84.74
2022-03-11,95.21,48.81,35.42,47.85,0.83,12.12,6.55,20.06,95.21,61.78,44.28,47.85,41.5,15.15,1.64,95.21
2022-03-12,66.09,38.99,35.79,37.84,1.07,5.27,13.16,21.17,66.09,45.19,44.74,37.84,,6.59,3.29,66.09
2022-03-13,96.27,62.2,44.56,37.65,1.18,12.78,22.31,23.69,96.27,67.51,45.73,37.65,10.8,15.97,5.58,96.27
2022-03-14,119.75,71.86,33.65,47.63,1.01,11.72,21.53,19.66,113.12,100.49,42.06,47.63,,14.65,5.38,113.12
2022-03-15,117.0,73.28,42.98,49.79,1.03,13.33,19.24,24.0,111.3,105.34,43.74,49.79,,16.66,4.81,111.3
2022-03-16,109.45,62.56,53.92,46.5,1.02,9.41,16.5,30.25,106.28,68.74,57.49,46.5,,11.76,4.12,106.28
2022-03-17,108.17,58.71,38.2,50.35,0.96,11.43,16.02,21.83,105.43,78.51,47.75,,48.0,14.29,4.0,105.43
2022-03-18,107.56,52.31,31.9,43.42,0.93,11.29,12.5,18.44,105.02,67.7,39.88,43.42,46.5,14.11,3.12,105.02
2022-03-19,114.74,61.86,21.43,35.7,0.98,9.61,13.2,12.96,109.79,66.35,26.79,35.7,49.0,12.01,3.3,109.79
2022-03-20,92.75,60.78,21.81,43.52,1.03,8.24,15.52,12.81,92.75,,27.26,43.52,,10.3,3.88,92.75
2022-03-21,106.43,60.46,29.97,33.36,1.08,5.84,15.77,17.2,104.27,,37.46,33.36,,7.3,3.94,104.27
2022-03-22,99.82,64.62,37.72,31.98,1.21,8.85,13.32,21.17,99.82,75.77,47.15,31.98,12.43,11.06,3.33,99.82
2022-03-23,120.29,67.45,20.2,33.71,0.97,11.83,13.86,12.27,113.48,85.43,25.25,33.71,48.5,14.79,3.46,113.48
2022-03-24,97.38,53.27,19.08,25.27,0.91,8.26,12.79,17.37,97.38,69.32,23.85,25.27,45.5,10.32,3.2,97.38
2022-03-25,87.0,51.0,23.11,22.29,0.89,7.47,12.64,17.63,87.0,65.48,28.89,22.29,44.5,9.34,3.16,87.0
2022-03-26,91.77,44.93,21.03,21.73,0.89,9.25,11.88,16.42,91.77,55.23,26.29,21.73,44.5,11.56,2.97,91.77
2022-03-27,90.0,47.44,22.6,26.11,0.75,18.1,11.66,16.44,90.0,59.47,28.25,26.11,37.5,22.62,2.92,90.0
2022-03-28,70.81,41.21,18.62,25.77,0.8,11.1,10.31,13.65,70.81,48.94,23.28,25.77,40.0,13.88,2.58,70.81
2022-03-29,79.72,45.56,28.97,34.8,0.88,11.0,10.17,19.82,79.72,56.29,36.21,34.8,44.0,13.75,2.54,79.72
2022-03-30,86.42,45.3,19.62,45.7,0.89,9.21,10.5,13.08,86.42,55.85,24.53,45.7,44.5,11.51,2.62,86.42
2022-03-31,85.8,43.26,24.02,35.46,0.96,7.87,10.26,16.24,85.8,52.4,30.02,35.46,48.0,9.84,2.56,85.8
2022-04-01,72.83,37.27,15.53,25.91,0.85,7.9,11.17,11.0,72.83,42.28,19.41,25.91,42.5,9.88,2.79,72.83
2022-04-02,74.82,40.33,20.54,28.26,0.83,5.65,11.39,14.59,74.82,47.45,25.67,28.26,41.5,7.06,2.85,74.82
2022-04-03,65.68,38.2,26.67,21.77,0.82,7.37,10.06,20.36,65.68,43.86,33.34,21.77,41.0,9.21,2.52,65.68
2022-04-04,55.52,25.4,14.46,19.46,0.79,8.73,11.41,10.38,55.52,42.33,18.08,19.46,39.5,10.91,2.85,55.52
2022-04-05,48.44,21.2,19.7,18.23,0.74,5.24,8.62,14.62,48.44,35.33,24.62,18.23,37.0,6.55,2.15,48.44
2022-04-06,68.35,26.91,28.28,22.09,0.84,5.7,12.28,20.0,68.35,44.85,35.35,22.09,42.0,7.12,3.07,68.35
2022-04-07,77.35,35.01,29.56,23.2,0.9,9.32,17.69,22.45,77.35,38.47,36.95,23.2,45.0,11.65,4.42,77.35
2022-04-08,58.66,26.58,26.07,14.84,0.9,7.81,15.72,21.76,58.66,44.3,32.59,14.84,45.0,9.76,3.93,58.66
2022-04-09,45.36,18.91,25.26,14.77,0.85,6.14,10.45,24.57,45.36,31.52,31.58,14.77,42.5,7.67,2.61,45.36
2022-04-10,35.18,13.31,23.38,14.19,0.82,8.47,8.22,26.29,35.18,22.18,29.22,14.19,41.0,10.59,2.06,41.0
2022-04-11,35.31,15.51,22.26,11.09,0.88,6.15,7.8,26.2,35.31,25.85,27.83,11.09,44.0,7.69,1.95,44.0
2022-04-12,43.42,19.57,23.85,13.22,0.87,8.52,8.25,24.82,43.42,32.62,29.81,13.22,43.5,10.65,2.06,43.5
2022-04-13,39.01,16.15,20.66,15.6,0.82,6.14,8.04,18.55,39.01,26.92,25.82,15.6,41.0,7.67,2.01,41.0
2022-04-14,59.1,23.17,23.34,23.66,0.78,8.62,8.26,17.98,59.1,38.62,29.18,23.66,39.0,10.77,2.06,59.1
2022-04-15,76.77,33.31,33.89,27.96,0.95,7.14,8.78,26.23,76.77,35.59,42.36,27.96,47.5,8.92,2.19,76.77
2022-04-16,94.53,41.7,30.02,30.2,1.0,7.71,9.36,22.11,94.53,49.77,37.52,30.2,50.0,9.64,2.34,94.53
2022-04-17,82.96,48.12,31.09,33.22,0.93,9.17,9.7,23.7,82.96,60.62,38.86,33.22,46.5,11.46,2.42,82.96
2022-04-18,81.31,45.48,30.23,25.52,0.95,12.28,9.62,23.01,81.31,56.16,37.79,25.52,47.5,15.35,2.4,81.31
2022-04-19,80.57,40.47,25.85,30.41,0.85,11.71,9.11,19.1,80.57,47.69,32.31,30.41,42.5,14.64,2.28,80.57
2022-04-20,76.92,36.49,22.99,28.96,0.9,8.36,10.06,16.15,76.92,40.97,28.74,28.96,45.0,10.45,2.52,76.92
2022-04-21,63.47,28.38,17.66,21.29,0.8,4.97,9.53,13.28,63.47,47.3,22.07,21.29,40.0,6.21,2.38,63.47
2022-04-22,50.66,16.71,20.34,15.85,0.79,4.55,8.11,17.0,,27.85,25.43,15.85,39.5,5.69,2.03,39.5
2022-04-23,49.04,14.73,20.21,15.45,0.81,6.32,7.72,17.01,49.04,24.55,25.26,15.45,40.5,7.9,1.93,49.04
2022-04-24,64.38,23.7,22.51,25.86,0.83,7.29,8.17,16.22,64.38,39.5,28.14,25.86,41.5,9.11,2.04,64.38
2022-04-25,87.47,32.77,22.7,29.94,0.82,10.47,8.43,15.66,87.47,34.68,28.38,29.94,41.0,13.09,2.11,87.47
2022-04-26,87.41,38.3,23.53,32.44,0.9,10.28,9.2,16.61,87.41,44.02,29.41,32.44,45.0,12.85,2.3,87.41
2022-04-27,81.41,32.73,23.24,25.22,0.9,12.19,9.06,16.85,81.41,34.61,29.05,25.22,45.0,15.24,2.27,81.41
2022-04-28,70.36,28.51,21.09,28.7,0.87,8.43,8.76,14.98,70.36,47.52,26.36,28.7,43.5,10.54,2.19,70.36
2022-04-29,90.05,39.04,25.6,37.48,0.83,7.81,9.34,19.18,90.05,45.27,32.0,37.48,41.5,9.76,2.33,90.05
2022-04-30,126.76,57.72,29.11,42.43,1.05,11.8,10.15,19.54,117.78,76.84,36.39,42.43,,14.75,2.54,117.78
2022-05-01,96.47,51.17,38.52,37.37,0.96,8.73,9.16,25.87,96.47,65.77,48.15,37.37,48.0,10.91,2.29,96.47
2022-05-02,83.75,47.2,31.38,46.79,0.98,7.06,9.14,20.84,83.75,59.06,39.23,46.79,49.0,8.82,2.29,83.75
2022-05-03,84.35,46.19,21.87,42.22,1.0,10.07,9.98,14.95,84.35,57.36,27.34,42.22,50.0,12.59,2.5,84.35
2022-05-04,81.28,45.99,22.91,27.19,0.94,7.71,9.97,19.32,81.28,57.02,28.64,27.19,47.0,9.64,2.49,81.28
2022-05-05,85.95,46.04,27.66,25.74,1.06,4.88,9.96,20.06,85.95,57.1,34.58,25.74,,6.1,2.49,85.95
2022-05-06,107.73,66.08,34.73,23.61,1.09,9.61,10.81,29.34,105.14,80.76,43.41,23.61,,12.01,2.7,105.14
2022-05-07,92.67,54.74,35.09,31.01,1.02,4.61,10.0,25.19,92.67,71.8,43.86,31.01,,5.76,2.5,92.67
2022-05-08,122.39,67.42,39.77,35.35,1.07,8.17,10.24,28.08,114.88,85.33,49.71,35.35,,10.21,2.56,114.88
2022-05-09,100.14,50.43,34.86,39.24,0.93,6.86,8.88,24.72,,64.52,43.58,39.24,46.5,8.58,2.22,64.52
2022-05-10,82.66,38.77,16.85,31.22,0.82,4.44,8.05,13.04,82.66,44.82,21.06,31.22,41.0,5.55,2.01,82.66
2022-05-11,39.76,23.21,17.48,32.57,0.82,3.99,8.24,13.66,39.76,38.68,21.85,32.57,41.0,4.99,2.06,41.0
2022-05-12,45.96,25.25,15.27,18.84,0.81,4.89,8.59,12.93,45.96,42.08,19.09,18.84,40.5,6.11,2.15,45.96
2022-05-13,75.11,37.51,23.6,16.92,0.85,4.54,9.18,20.96,75.11,42.69,29.5,16.92,42.5,5.67,2.29,75.11
2022-05-14,74.55,33.7,26.11,22.01,0.96,5.04,9.26,21.05,74.55,36.25,32.64,22.01,48.0,6.3,2.31,74.55
2022-05-15,79.02,39.49,25.35,17.2,0.93,4.04,10.37,20.58,79.02,46.03,31.69,17.2,46.5,5.05,2.59,79.02
2022-05-16,82.61,45.08,29.74,13.55,1.02,6.16,10.68,28.95,82.61,55.48,37.17,13.55,,7.7,2.67,82.61
2022-05-17,55.19,30.91,24.81,17.45,0.94,5.58,9.98,20.23,55.19,,31.01,17.45,47.0,6.97,2.5,55.19
2022-05-18,47.77,21.9,19.23,18.0,0.88,4.08,10.21,15.18,47.77,36.5,24.04,18.0,44.0,5.1,2.55,47.77
2022-05-19,28.05,11.92,17.03,18.13,0.72,4.87,8.28,15.58,28.05,19.87,21.29,18.13,36.0,6.09,2.07,36.0
2022-05-20,62.67,30.25,18.74,22.03,0.76,4.63,7.68,16.47,62.67,,23.42,22.03,38.0,5.79,1.92,62.67
2022-05-21,85.03,38.45,23.21,22.97,0.79,5.8,7.15,20.04,85.03,44.28,29.01,22.97,39.5,7.25,1.79,85.03
2022-05-22,68.68,27.9,26.13,15.11,0.88,3.36,6.86,26.02,68.68,46.5,32.66,15.11,44.0,4.2,1.72,68.68
2022-05-23,59.27,22.71,25.95,14.85,0.86,4.71,6.94,25.06,59.27,37.85,32.44,14.85,43.0,5.89,1.74,59.27
2022-05-24,73.97,26.45,29.29,16.0,0.88,4.97,6.77,28.32,73.97,44.08,36.61,16.0,44.0,6.21,1.69,73.97
