custom_date,PM10 (ug/m3),PM2.5 (ug/m3),NO2 (ug/m3),Ozone (ug/m3),CO (mg/m3),SO2 (ug/m3),NH3 (ug/m3),NOx (ppb),PM10_SubIndex,PM2.5_SubIndex,NO2_SubIndex,O3_SubIndex,CO_SubIndex,SO2_SubIndex,NH3_SubIndex,AQI
2017-12-23,80.68,51.13,57.53,32.05,0.64,5.6,12.85,48.3,80.68,65.7,62.02,32.05,32.0,7.0,3.21,80.68
2017-12-24,89.56,56.05,70.08,21.31,0.92,4.86,11.71,70.85,89.56,74.02,77.79,21.31,46.0,6.08,2.93,89.56
2017-12-25,104.69,67.9,70.66,18.48,0.74,6.92,11.99,75.58,103.12,86.97,78.52,18.48,37.0,8.65,3.0,103.12
2017-12-26,120.42,83.47,62.16,41.1,0.64,8.16,13.82,49.95,113.57,140.12,67.84,41.1,32.0,10.2,3.46,140.12
2017-12-27,119.41,81.31,56.7,50.95,0.57,8.58,13.82,42.6,112.9,132.75,60.98,,28.5,10.72,3.46,132.75
2017-12-28,84.38,49.91,54.41,56.45,0.41,6.25,11.75,37.41,84.38,63.64,58.1,56.45,20.5,7.81,2.94,84.38
2017-12-29,98.94,54.62,59.79,32.26,0.52,7.06,13.29,46.62,98.94,71.6,64.86,32.26,26.0,8.82,3.32,98.94
2017-12-30,70.27,37.05,53.69,19.95,0.55,4.88,11.76,50.77,70.27,41.91,57.2,19.95,27.5,6.1,2.94,70.27
2017-12-31,65.51,32.22,69.84,13.88,0.47,5.8,8.86,78.67,65.51,33.75,77.49,13.88,23.5,7.25,2.21,77.49
2018-01-01,75.95,41.72,68.58,19.35,0.65,11.03,11.56,65.18,75.95,49.8,75.91,19.35,32.5,13.79,2.89,75.95
2018-01-02,70.49,43.11,57.06,24.99,0.58,8.96,10.97,49.79,70.49,52.15,61.43,24.99,29.0,11.2,2.74,70.49
2018-01-03,85.45,53.35,56.74,44.47,0.5,9.55,12.91,46.04,85.45,69.45,61.03,44.47,25.0,11.94,3.23,85.45
2018-01-04,104.3,67.8,55.14,50.17,0.55,4.47,14.41,38.57,102.86,86.63,59.02,,27.5,5.59,3.6,102.86
2018-01-05,102.56,67.72,74.49,43.99,0.61,7.14,17.31,59.58,101.7,86.35,83.33,43.99,30.5,8.92,4.33,101.7
2018-01-06,95.14,63.85,81.4,40.1,0.61,7.04,18.39,64.41,95.14,73.14,81.4,40.1,30.5,8.8,4.6,95.14
2018-01-07,82.95,54.73,75.65,48.72,0.52,6.4,17.24,57.46,82.95,71.79,84.79,48.72,26.0,8.0,4.31,84.79
2018-01-08,104.54,60.72,53.89,60.79,0.51,4.85,18.8,40.93,103.02,,57.45,60.79,25.5,6.06,4.7,103.02
2018-01-09,111.05,56.69,48.63,54.97,0.54,7.47,16.67,32.6,107.34,75.1,50.84,54.97,27.0,9.34,4.17,107.34
2018-01-10,120.1,64.45,54.95,54.62,0.63,8.91,16.41,36.27,113.36,75.19,58.78,54.62,31.5,11.14,4.1,113.36
2018-01-11,115.61,69.12,65.95,43.19,0.67,4.66,15.72,46.9,110.37,91.13,72.6,43.19,33.5,5.83,3.93,110.37
2018-01-12,87.08,56.49,75.88,22.82,0.64,2.98,13.14,76.31,87.08,74.76,85.08,22.82,32.0,3.73,3.29,87.08
2018-01-13,137.54,94.69,83.18,27.51,0.83,17.44,14.97,79.6,124.94,106.01,83.18,27.51,41.5,21.8,3.74,124.94
2018-01-14,145.38,99.44,84.6,38.48,0.77,7.45,13.61,67.81,130.15,122.23,84.6,38.48,38.5,9.31,3.4,130.15
2018-01-15,89.64,58.17,81.17,21.42,0.62,3.17,10.53,81.66,89.64,77.6,81.17,21.42,31.0,3.96,2.63,89.64
2018-01-16,101.8,63.17,60.64,34.25,0.5,4.07,12.4,48.18,101.2,70.82,65.93,34.25,25.0,5.09,3.1,101.2
2018-01-17,77.34,47.23,63.18,36.03,0.5,3.49,21.78,49.26,77.34,59.11,69.12,36.03,25.0,4.36,5.45,77.34
2018-01-18,69.33,40.57,63.32,38.81,0.35,3.14,19.37,45.66,69.33,47.86,69.3,38.81,17.5,3.93,4.84,69.33
2018-01-19,78.28,47.33,69.25,40.4,0.55,2.11,18.32,51.43,78.28,59.28,76.75,40.4,27.5,2.64,4.58,78.28
2018-01-20,101.94,64.66,88.96,31.65,0.66,4.29,17.13,86.33,101.29,75.91,88.96,31.65,33.0,5.36,4.28,101.29
2018-01-21,113.49,73.02,87.4,42.6,0.59,3.88,17.16,72.15,108.96,104.45,87.4,42.6,29.5,4.85,4.29,108.96
2018-01-22,86.09,55.89,71.27,35.99,0.6,3.52,14.52,57.8,86.09,73.75,79.29,35.99,30.0,4.4,3.63,86.09
2018-01-23,83.23,50.49,68.97,24.02,0.59,2.62,14.31,68.48,83.23,64.62,76.4,24.02,29.5,3.28,3.58,83.23
2018-01-24,105.8,66.99,77.03,33.6,1.04,5.7,40.72,73.65,103.85,83.86,86.52,33.6,,7.12,10.18,103.85
2018-01-25,99.51,62.78,77.97,42.63,0.6,10.36,17.09,65.55,99.51,69.49,87.71,42.63,30.0,12.95,4.27,99.51
2018-01-26,118.53,74.91,93.72,36.66,0.79,5.39,17.93,79.12,112.31,110.9,93.72,36.66,39.5,6.74,4.48,112.31
2018-01-27,110.2,66.95,85.91,35.75,0.68,5.06,18.03,68.28,106.78,83.73,85.91,35.75,34.0,6.32,4.51,106.78
2018-01-28,93.4,54.65,71.03,40.92,0.62,1.97,17.18,55.48,93.4,71.65,78.99,40.92,31.0,2.46,4.29,93.4
2018-01-29,86.82,56.06,53.64,51.22,1.17,1.43,17.95,36.61,86.82,74.03,57.14,51.22,10.26,1.79,4.49,86.82
2018-01-30,,,,,,,,,,,,,,,,
2018-01-31,,,,,,,,,,,,,,,,
2018-02-01,62.23,30.82,89.59,32.15,0.82,2.53,14.66,63.02,62.23,,89.59,32.15,41.0,3.16,3.67,89.59
2018-02-02,69.99,33.04,79.83,46.45,0.48,5.23,13.21,56.55,69.99,35.14,90.04,46.45,24.0,6.54,3.3,90.04
2018-02-03,71.7,32.23,75.37,33.86,0.41,6.33,13.44,61.33,71.7,33.77,84.44,33.86,20.5,7.91,3.36,84.44
2018-02-04,61.39,28.57,69.64,30.84,0.37,3.7,13.0,55.27,61.39,47.62,77.24,30.84,18.5,4.62,3.25,77.24
2018-02-05,67.53,32.23,64.7,24.96,0.5,3.6,13.73,61.2,67.53,33.77,71.03,24.96,25.0,4.5,3.43,71.03
2018-02-06,67.22,33.88,47.23,22.36,0.54,2.62,14.05,46.02,67.22,36.56,49.08,22.36,27.0,3.28,3.51,67.22
2018-02-07,57.92,29.71,41.05,26.94,0.46,4.75,13.11,33.18,57.92,49.52,41.32,26.94,23.0,5.94,3.28,57.92
2018-02-08,74.14,45.75,72.74,32.15,0.6,6.86,13.5,60.89,74.14,56.61,81.13,32.15,30.0,8.58,3.38,81.13
2018-02-09,66.75,36.8,61.85,27.84,0.48,6.28,14.4,55.17,66.75,41.49,67.45,27.84,24.0,7.85,3.6,67.45
2018-02-10,62.72,35.38,56.22,25.02,0.46,5.38,11.83,57.56,62.72,39.09,60.38,25.02,23.0,6.72,2.96,62.72
2018-02-11,79.59,47.65,38.95,32.52,0.39,5.52,14.15,34.0,79.59,59.82,48.69,32.52,19.5,6.9,3.54,79.59
2018-02-12,78.39,45.41,155.62,27.1,0.41,4.13,9.9,120.91,78.39,56.04,155.62,27.1,20.5,5.16,2.48,155.62
2018-02-13,89.21,54.78,278.74,31.48,0.43,4.42,9.52,179.17,89.21,71.87,278.74,31.48,21.5,5.53,2.38,278.74
2018-02-14,76.28,42.97,304.53,38.91,0.44,2.65,8.93,187.74,76.28,51.91,300.41,38.91,22.0,3.31,2.23,300.41
2018-02-15,66.45,37.91,60.25,35.65,0.37,8.41,9.75,48.95,66.45,43.37,65.44,35.65,18.5,10.51,2.44,66.45
2018-02-16,57.65,34.84,72.31,38.4,0.4,4.53,10.37,57.82,57.65,38.18,80.59,38.4,20.0,5.66,2.59,80.59
2018-02-17,86.75,50.41,87.98,40.25,0.57,8.28,12.26,68.64,86.75,64.49,87.98,40.25,28.5,10.35,3.06,87.98
2018-02-18,71.38,45.28,81.13,51.66,0.49,6.32,10.63,62.53,71.38,55.82,81.13,51.66,24.5,7.9,2.66,81.13
2018-02-19,74.68,42.17,68.35,47.62,0.49,8.89,10.32,50.13,74.68,50.56,75.62,47.62,24.5,11.11,2.58,75.62
2018-02-20,86.95,44.43,70.68,54.58,0.45,7.85,9.86,49.0,86.95,54.38,78.55,54.58,22.5,9.81,2.46,86.95
2018-02-21,91.12,41.93,72.84,48.26,0.47,5.96,9.96,55.6,91.12,50.16,81.26,48.26,23.5,7.45,2.49,91.12
2018-02-22,85.43,39.38,67.31,51.44,0.43,6.74,10.31,48.33,85.43,45.85,74.31,51.44,21.5,8.43,2.58,85.43
2018-02-23,72.52,34.49,69.04,35.87,0.46,5.22,10.51,62.78,72.52,37.59,76.49,35.87,23.0,6.52,2.63,76.49
2018-02-24,70.28,36.49,55.4,21.06,0.5,6.48,9.83,71.15,70.28,40.97,59.35,21.06,25.0,8.1,2.46,70.28
2018-02-25,42.23,21.85,51.02,16.23,0.4,4.54,6.84,72.0,42.23,36.42,53.85,16.23,20.0,5.67,1.71,53.85
2018-02-26,39.2,16.23,62.46,18.67,0.43,2.94,6.62,76.67,39.2,27.05,68.22,18.67,21.5,3.67,1.66,68.22
2018-02-27,44.99,22.3,66.29,25.71,0.39,4.32,8.17,66.53,44.99,37.17,73.03,25.71,19.5,5.4,2.04,73.03
2018-02-28,54.84,25.7,66.71,29.61,0.46,8.34,9.03,62.02,54.84,42.83,73.56,29.61,23.0,10.43,2.26,73.56
2018-03-01,79.71,45.83,94.25,44.74,0.56,5.0,10.66,80.85,79.71,56.75,94.25,44.74,28.0,6.25,2.67,94.25
2018-03-02,62.73,34.27,86.47,43.44,0.45,4.54,8.47,75.05,62.73,37.21,86.47,43.44,22.5,5.67,2.12,86.47
2018-03-03,60.71,32.14,91.86,41.99,0.51,10.81,7.79,87.22,60.71,33.62,91.86,41.99,25.5,13.51,1.95,91.86
2018-03-04,49.48,24.56,88.39,36.37,0.45,5.35,7.58,81.35,49.48,40.93,88.39,36.37,22.5,6.69,1.9,88.39
2018-03-05,46.85,23.94,71.52,39.53,0.42,8.17,8.25,67.14,46.85,39.9,79.6,39.53,21.0,10.21,2.06,79.6
2018-03-06,69.42,34.94,70.98,56.31,0.36,4.43,11.66,49.77,69.42,38.35,78.92,56.31,18.0,5.54,2.92,78.92
2018-03-07,86.82,46.72,71.49,52.03,0.51,8.72,14.42,48.0,86.82,58.25,79.56,52.03,25.5,10.9,3.6,86.82
2018-03-08,80.54,46.83,76.69,51.95,0.55,9.61,13.87,53.62,80.54,58.44,86.1,51.95,27.5,12.01,3.47,86.1
2018-03-09,87.34,51.35,82.0,49.3,0.55,9.56,14.01,59.57,87.34,66.07,82.0,49.3,27.5,11.95,3.5,87.34
2018-03-10,88.3,53.18,86.25,53.55,0.62,5.93,14.37,64.66,88.3,69.17,86.25,53.55,31.0,7.41,3.59,88.3
2018-03-11,89.55,51.26,80.4,44.49,0.56,9.34,13.72,59.49,89.55,65.92,,44.49,28.0,11.68,3.43,89.55
2018-03-12,50.59,24.48,43.68,29.24,0.46,8.1,10.15,34.48,,40.8,44.62,29.24,23.0,10.12,2.54,44.62
2018-03-13,68.82,34.49,41.92,26.15,0.45,8.53,10.72,36.11,68.82,37.59,42.41,26.15,22.5,10.66,2.68,68.82
2018-03-14,57.04,21.85,37.56,24.89,0.52,3.07,9.2,27.19,57.04,36.42,46.95,24.89,26.0,3.84,2.3,57.04
2018-03-15,51.15,19.34,32.74,30.16,0.35,5.18,9.72,21.51,51.15,32.23,40.93,30.16,17.5,6.47,2.43,51.15
2018-03-16,60.53,27.49,44.09,21.98,0.58,4.46,10.24,40.93,60.53,45.82,45.14,21.98,29.0,5.58,2.56,60.53
2018-03-17,60.46,30.62,42.16,25.1,0.49,8.63,10.75,38.8,60.46,,42.71,25.1,24.5,10.79,2.69,60.46
2018-03-18,77.31,41.24,43.41,39.55,0.45,11.94,9.44,31.97,77.31,48.99,44.28,39.55,22.5,14.92,2.36,77.31
2018-03-19,,51.66,68.02,54.06,0.49,7.58,10.03,48.59,,66.6,75.2,54.06,24.5,9.47,2.51,75.2
2018-03-20,,45.5,62.6,45.67,0.52,4.59,10.79,44.66,,56.19,68.39,45.67,26.0,5.74,2.7,68.39
2018-03-21,,51.92,41.24,66.98,0.44,10.37,12.8,23.96,,67.04,41.56,66.98,22.0,12.96,3.2,67.04
2018-03-22,103.16,57.25,58.4,63.93,0.48,8.59,13.03,36.8,102.1,76.04,63.12,63.93,24.0,10.74,3.26,102.1
2018-03-23,128.16,61.33,70.86,50.81,0.72,9.03,13.7,50.24,118.71,64.54,78.77,,36.0,11.29,3.42,118.71
2018-03-24,105.5,52.69,52.42,54.09,0.5,5.87,13.04,34.21,103.65,68.34,55.6,54.09,25.0,7.34,3.26,103.65
2018-03-25,96.44,47.33,63.74,39.32,0.5,7.63,10.98,48.22,96.44,59.28,69.83,39.32,25.0,9.54,2.75,96.44
2018-03-26,89.62,44.27,68.91,34.31,0.5,11.56,10.39,55.61,89.62,54.11,76.32,34.31,25.0,14.45,2.6,89.62
2018-03-27,67.66,26.31,35.12,34.77,0.35,6.58,9.48,21.98,67.66,43.85,43.9,34.77,17.5,8.22,2.37,67.66
2018-03-28,83.39,32.69,36.16,45.28,0.48,6.81,10.88,21.6,83.39,34.55,45.2,45.28,24.0,8.51,2.72,83.39
2018-03-29,85.54,32.6,38.24,52.83,0.49,5.29,10.89,22.76,85.54,34.39,47.8,52.83,24.5,6.61,2.72,85.54
2018-03-30,90.95,32.31,39.78,44.39,0.52,5.07,10.86,25.19,90.95,33.9,49.73,44.39,26.0,6.34,2.71,90.95
2018-03-31,108.59,39.41,47.23,34.99,0.64,4.89,11.59,34.01,105.71,45.9,49.08,34.99,32.0,6.11,2.9,105.71
2018-04-01,90.78,33.58,35.88,34.96,0.49,5.66,10.95,23.28,90.78,36.05,44.85,34.96,24.5,7.08,2.74,90.78
2018-04-02,94.22,37.54,41.36,29.26,0.52,5.04,9.93,29.88,94.22,42.74,41.71,29.26,26.0,6.3,2.48,94.22
2018-04-03,101.79,37.03,41.22,32.61,0.52,4.23,9.58,29.91,101.19,41.88,41.53,32.61,26.0,5.29,2.4,101.19
2018-04-04,86.05,34.3,38.16,37.92,0.49,4.28,11.21,25.16,86.05,37.27,47.7,37.92,24.5,5.35,2.8,86.05
2018-04-05,85.2,30.78,37.04,31.57,0.46,2.84,11.1,24.31,85.2,,46.3,31.57,23.0,3.55,2.77,85.2
2018-04-06,86.47,33.49,47.13,33.97,0.46,2.31,12.52,33.58,86.47,35.9,48.96,33.97,23.0,2.89,3.13,86.47
2018-04-07,79.36,28.05,42.86,26.93,0.46,3.89,12.69,30.07,79.36,46.75,43.59,26.93,23.0,4.86,3.17,79.36
2018-04-08,61.38,20.05,33.76,16.68,0.48,3.83,13.19,34.7,61.38,33.42,42.2,16.68,24.0,4.79,3.3,61.38
2018-04-09,72.54,30.72,44.29,22.36,0.41,7.68,10.73,40.75,72.54,,45.39,22.36,20.5,9.6,2.68,72.54
2018-04-10,71.91,28.02,35.26,22.05,0.43,9.91,10.07,33.97,71.91,46.7,44.07,22.05,21.5,12.39,2.52,71.91
2018-04-11,56.64,17.04,37.2,24.55,0.45,6.56,8.31,30.12,56.64,28.4,46.5,24.55,22.5,8.2,2.08,56.64
2018-04-12,49.43,12.2,32.74,25.6,0.42,6.8,7.54,23.83,49.43,20.33,40.93,25.6,21.0,8.5,1.89,49.43
2018-04-13,49.53,10.38,31.69,22.88,0.44,3.75,7.9,23.24,49.53,17.3,39.61,22.88,22.0,4.69,1.98,49.53
2018-04-14,51.89,13.25,36.63,19.32,0.44,5.9,8.6,29.22,51.89,22.08,45.79,19.32,22.0,7.38,2.15,51.89
2018-04-15,51.45,8.17,33.28,16.23,0.92,1.45,8.14,26.99,51.45,13.62,41.6,16.23,46.0,1.81,2.04,51.45
2018-04-16,70.5,18.39,35.45,22.68,0.49,2.78,9.38,25.29,70.5,30.65,44.31,22.68,24.5,3.47,2.35,70.5
2018-04-17,61.73,13.1,33.51,21.15,0.33,4.73,9.63,26.07,61.73,21.83,41.89,21.15,16.5,5.91,2.41,61.73
2018-04-18,128.5,28.88,34.97,22.12,0.38,17.08,11.04,21.44,118.94,48.13,43.71,22.12,19.0,21.35,2.76,118.94
2018-04-19,,,,,,,,,,,,,,,,
2018-04-20,,,,,,,,,,,,,,,,
2018-04-21,,,,,,,,,,,,,,,,
2018-04-22,,,,,,,,,,,,,,,,
2018-04-23,,,,,,,,,,,,,,,,
2018-04-24,96.43,34.46,58.58,19.47,0.79,3.08,16.76,53.43,96.43,37.54,63.34,19.47,39.5,3.85,4.19,96.43
2018-04-25,77.84,29.02,40.41,26.73,0.9,2.92,15.24,29.76,77.84,48.37,,26.73,45.0,3.65,3.81,77.84
2018-04-26,88.05,30.91,40.86,33.72,0.49,4.8,12.46,26.89,88.05,,,33.72,24.5,6.0,3.12,88.05
2018-04-27,79.15,23.11,39.45,25.01,0.35,7.92,10.42,29.72,79.15,38.52,49.31,25.01,17.5,9.9,2.6,79.15
2018-04-28,58.45,13.18,31.86,19.91,0.37,3.54,9.52,22.45,58.45,21.97,39.83,19.91,18.5,4.42,2.38,58.45
2018-04-29,74.4,26.03,39.15,33.74,0.41,9.48,11.14,26.79,74.4,43.38,48.94,33.74,20.5,11.85,2.79,74.4
2018-04-30,102.84,32.16,51.95,32.64,0.6,5.11,10.88,42.27,101.89,33.65,55.01,32.64,30.0,6.39,2.72,101.89
2018-05-01,71.68,28.19,40.58,47.08,0.44,2.65,11.66,27.76,71.68,46.98,,47.08,22.0,3.31,2.92,71.68
2018-05-02,113.76,37.32,50.24,42.07,0.53,4.16,12.49,33.9,109.14,42.37,52.87,42.07,26.5,5.2,3.12,109.14
2018-05-03,97.1,34.54,41.52,42.61,0.43,4.48,12.07,27.66,97.1,37.67,41.91,42.61,21.5,5.6,3.02,97.1
2018-05-04,,,,,,,,,,,,,,,,
2018-05-05,74.48,24.5,38.66,1.8,2.92,2.79,12.63,33.73,74.48,40.83,48.32,1.8,13.53,3.49,3.16,74.48
2018-05-06,69.98,,34.17,,,3.54,12.24,24.28,69.98,,42.71,,,4.42,3.06,69.98
2018-05-07,98.53,,46.36,,0.02,8.19,12.78,33.92,98.53,,47.99,,1.0,10.24,3.19,98.53
2018-05-08,87.09,,40.85,,,4.99,13.74,28.67,87.09,,,,,6.24,3.44,87.09
2018-05-09,53.09,24.75,40.85,,,3.96,13.44,26.97,53.09,41.25,,,,4.95,3.36,53.09
2018-05-10,,,,,,,,,,,,,,,,
2018-05-11,,,,,,,,,,,,,,,,
2018-05-12,,,,,,,,,,,,,,,,
2018-05-13,,,,,,,,,,,,,,,,
2018-05-14,,,,,,,,,,,,,,,,
2018-05-15,82.67,22.44,41.19,23.42,0.42,6.17,11.04,34.82,82.67,37.4,41.5,23.42,21.0,7.71,2.76,82.67
2018-05-16,66.52,19.7,37.32,24.11,0.33,7.84,10.85,27.89,66.52,32.83,46.65,24.11,16.5,9.8,2.71,66.52
2018-05-17,66.38,15.77,33.21,26.91,0.34,5.0,10.08,23.27,66.38,26.28,41.51,26.91,17.0,6.25,2.52,66.38
2018-05-18,103.09,33.64,44.01,36.2,0.5,,11.85,35.08,102.05,36.15,45.04,36.2,25.0,,2.96,102.05
2018-05-19,115.58,35.81,49.98,39.41,0.54,3.22,13.19,34.9,110.35,39.82,52.54,39.41,27.0,4.03,3.3,110.35
2018-05-20,117.69,32.97,47.15,34.61,0.45,4.08,12.72,36.21,111.75,35.02,48.98,34.61,22.5,5.1,3.18,111.75
2018-05-21,114.55,28.04,43.29,32.01,0.48,6.79,12.02,32.0,109.67,46.73,44.13,32.01,24.0,8.49,3.0,109.67
2018-05-22,119.54,31.38,48.74,24.33,0.51,4.25,11.86,39.81,112.98,32.33,50.98,24.33,25.5,5.31,2.96,112.98
2018-05-23,93.72,24.23,36.68,24.75,0.42,6.17,11.27,27.94,93.72,40.38,45.85,24.75,21.0,7.71,2.82,93.72
2018-05-24,74.33,20.35,42.17,20.56,0.46,3.52,10.16,38.36,74.33,33.92,42.73,20.56,23.0,4.4,2.54,74.33
2018-05-25,61.28,18.04,37.04,14.65,0.44,5.21,9.45,36.42,61.28,30.07,46.3,14.65,22.0,6.51,2.36,61.28
2018-05-26,60.47,19.01,36.7,23.14,0.46,4.5,9.96,29.11,60.47,31.68,45.88,23.14,23.0,5.62,2.49,60.47
2018-05-27,67.95,23.59,36.5,26.21,0.41,5.39,9.88,27.06,67.95,39.32,45.62,26.21,20.5,6.74,2.47,67.95
2018-05-28,85.82,28.88,41.83,27.99,0.53,5.42,10.57,32.19,85.82,48.13,42.3,27.99,26.5,6.78,2.64,85.82
2018-05-29,73.52,26.21,56.55,25.26,0.7,3.03,10.36,54.0,73.52,43.68,60.79,25.26,35.0,3.79,2.59,73.52
2018-05-30,63.61,20.68,40.39,37.11,0.45,4.04,13.26,29.04,63.61,34.47,,37.11,22.5,5.05,3.31,63.61
2018-05-31,107.05,34.39,40.47,38.59,0.49,7.94,14.83,28.8,104.68,37.42,,38.59,24.5,9.93,3.71,104.68
2018-06-01,118.92,41.92,42.2,42.0,0.54,7.19,15.48,31.22,112.57,50.14,42.76,42.0,27.0,8.99,3.87,112.57
2018-06-02,102.95,43.1,57.32,31.48,0.59,8.8,15.65,43.69,101.96,52.13,61.76,31.48,29.5,11.0,3.91,101.96
2018-06-03,,,,,,,,,,,,,,,,
2018-06-04,42.04,16.01,38.16,26.48,0.45,4.1,11.33,35.03,42.04,26.68,47.7,26.48,22.5,5.12,2.83,47.7
2018-06-05,37.58,12.38,36.42,23.28,0.44,3.36,11.6,32.02,37.58,20.63,45.53,23.28,22.0,4.2,2.9,45.53
2018-06-06,30.51,9.49,30.6,19.19,0.41,3.15,10.58,28.88,30.51,15.82,38.25,19.19,20.5,3.94,2.65,38.25
2018-06-07,34.05,10.47,26.54,15.68,0.37,3.52,8.95,39.32,34.05,17.45,33.17,15.68,18.5,4.4,2.24,34.05
2018-06-08,31.04,4.92,25.99,14.54,0.31,1.14,8.74,24.28,31.04,8.2,32.49,14.54,15.5,1.42,2.19,32.49
2018-06-09,36.92,10.91,27.69,17.55,0.33,0.99,7.35,27.06,36.92,18.18,34.61,17.55,16.5,1.24,1.84,36.92
2018-06-10,55.14,11.53,24.7,13.69,0.29,2.69,7.04,25.6,55.14,19.22,30.88,13.69,14.5,3.36,1.76,55.14
2018-06-11,66.73,13.55,24.92,12.38,0.33,3.42,5.98,29.16,66.73,22.58,31.15,12.38,16.5,4.28,1.5,66.73
2018-06-12,61.24,13.5,26.36,14.26,0.32,2.29,6.01,26.98,61.24,22.5,32.95,14.26,16.0,2.86,1.5,61.24
2018-06-13,60.36,14.69,28.01,15.01,0.32,3.69,5.91,25.55,60.36,24.48,35.01,15.01,16.0,4.61,1.48,60.36
2018-06-14,72.42,16.7,30.4,15.33,0.33,3.6,6.04,30.61,72.42,27.83,38.0,15.33,16.5,4.5,1.51,72.42
2018-06-15,72.84,18.22,32.64,13.73,0.38,3.27,6.44,32.26,72.84,30.37,40.8,13.73,19.0,4.09,1.61,72.84
2018-06-16,66.0,19.11,40.75,12.33,0.38,5.23,6.46,45.21,66.0,31.85,,12.33,19.0,6.54,1.61,66.0
2018-06-17,64.86,18.57,36.56,13.2,0.37,3.81,6.35,38.98,64.86,30.95,45.7,13.2,18.5,4.76,1.59,64.86
2018-06-18,76.4,21.77,36.26,14.49,0.38,1.62,5.92,37.24,76.4,36.28,45.32,14.49,19.0,2.03,1.48,76.4
2018-06-19,76.21,19.88,34.18,16.5,0.33,3.99,5.88,31.31,76.21,33.13,42.73,16.5,16.5,4.99,1.47,76.21
2018-06-20,32.57,9.0,36.32,25.76,0.4,3.36,5.26,27.31,32.57,15.0,45.4,25.76,20.0,4.2,1.31,45.4
2018-06-21,31.7,8.03,33.85,21.41,0.37,2.22,5.49,28.09,31.7,13.38,42.31,21.41,18.5,2.78,1.37,42.31
2018-06-22,42.08,14.28,36.53,18.09,0.5,3.91,5.62,31.68,42.08,23.8,45.66,18.09,25.0,4.89,1.41,45.66
2018-06-23,43.88,12.33,33.46,17.46,0.5,2.65,5.33,28.22,43.88,20.55,41.83,17.46,25.0,3.31,1.33,43.88
2018-06-24,55.4,15.44,30.81,16.14,0.38,3.03,5.48,29.44,55.4,25.73,38.51,16.14,19.0,3.79,1.37,55.4
2018-06-25,44.42,11.94,32.7,14.99,0.6,3.07,5.16,31.46,44.42,19.9,40.88,14.99,30.0,3.84,1.29,44.42
2018-06-26,61.92,13.84,26.55,16.28,0.31,2.64,5.51,24.8,61.92,23.07,33.19,16.28,15.5,3.3,1.38,61.92
2018-06-27,51.58,11.1,25.28,16.29,0.32,3.08,5.47,24.21,51.58,18.5,31.6,16.29,16.0,3.85,1.37,51.58
2018-06-28,40.43,11.5,30.15,16.22,0.41,4.72,5.5,30.86,40.43,19.17,37.69,16.22,20.5,5.9,1.38,40.43
2018-06-29,45.48,14.19,36.14,15.56,0.41,1.94,5.98,35.93,45.48,23.65,45.17,15.56,20.5,2.42,1.5,45.48
2018-06-30,45.28,14.01,31.31,21.1,0.53,3.23,5.85,26.36,45.28,23.35,39.14,21.1,26.5,4.04,1.46,45.28
2018-07-01,56.99,19.78,32.32,24.03,0.41,3.58,6.53,31.2,56.99,32.97,40.4,24.03,20.5,4.47,1.63,56.99
2018-07-02,33.24,10.29,30.07,20.67,0.48,2.72,5.32,27.19,33.24,17.15,37.59,20.67,24.0,3.4,1.33,37.59
2018-07-03,60.84,14.38,24.07,17.45,0.49,1.17,5.24,24.51,60.84,23.97,30.09,17.45,24.5,1.46,1.31,60.84
2018-07-04,53.54,10.3,25.44,16.2,0.35,2.3,5.0,23.32,53.54,17.17,31.8,16.2,17.5,2.88,1.25,53.54
2018-07-05,59.42,12.23,29.83,15.39,0.48,2.4,5.16,27.15,59.42,20.38,37.29,15.39,24.0,3.0,1.29,59.42
2018-07-06,37.41,6.46,23.1,15.43,0.46,1.89,5.58,20.28,37.41,10.77,28.88,15.43,23.0,2.36,1.4,37.41
2018-07-07,41.82,9.29,30.16,14.86,0.54,4.14,5.58,28.1,41.82,15.48,37.7,14.86,27.0,5.17,1.4,41.82
2018-07-08,58.52,15.42,37.14,12.15,0.72,3.17,5.62,36.61,58.52,25.7,46.42,12.15,36.0,3.96,1.41,58.52
2018-07-09,58.35,12.4,32.07,15.21,0.75,1.93,4.98,29.08,58.35,20.67,40.09,15.21,37.5,2.41,1.25,58.35
2018-07-10,57.95,10.91,23.83,19.93,0.41,3.79,5.72,19.17,57.95,18.18,29.79,19.93,20.5,4.74,1.43,57.95
2018-07-11,46.15,8.45,23.7,15.89,0.28,3.24,5.34,20.7,46.15,14.08,29.62,15.89,14.0,4.05,1.33,46.15
2018-07-12,51.24,7.86,21.74,16.11,0.43,1.49,4.93,18.56,51.24,13.1,27.17,16.11,21.5,1.86,1.23,51.24
2018-07-13,50.44,9.99,21.45,16.92,0.4,5.22,5.19,20.92,,16.65,26.81,16.92,20.0,6.52,1.3,26.81
2018-07-14,50.83,9.28,21.44,18.77,0.27,5.73,5.82,18.6,,15.47,26.8,18.77,13.5,7.16,1.46,26.8
2018-07-15,77.02,10.81,18.37,19.69,0.35,6.51,4.88,14.9,77.02,18.02,22.96,19.69,17.5,8.14,1.22,77.02
2018-07-16,53.39,8.77,17.85,20.25,0.34,5.97,4.25,14.49,53.39,14.62,22.31,20.25,17.0,7.46,1.06,53.39
