custom_date,"AQI_Lucknow, Uttar Pradesh (Talkatora District Industries Center, Lucknow )","AQI_Lucknow, Uttar Pradesh (Kendriya Vidyalaya, Lucknow )","AQI_Varanasi, Uttar Pradesh (Ardhali Bazar, Varanasi )","AQI_Agra, Uttar Pradesh (Sanjay Palace, Agra )","AQI_Kanpur, Uttar Pradesh (Nehru Nagar, Kanpur )","AQI_Lucknow, Uttar Pradesh (Lalbagh, Lucknow )","AQI_Noida, Uttar Pradesh (Sector   62, Noida )","AQI_Noida, Uttar Pradesh (Sector   125, Noida )","AQI_Ghaziabad, Uttar Pradesh (Vasundhara, Ghaziabad )","AQI_Moradabad, Uttar Pradesh (Lajpat Nagar, Moradabad )","AQI_Lucknow, Uttar Pradesh (Nishant Ganj, Lucknow )","AQI_Greater Noida, Uttar Pradesh (Knowledge Park   III, Greater Noida )","AQI_Bulandshahr, Uttar Pradesh (Yamunapuram, Bulandshahr )","AQI_Muzaffarnagar, Uttar Pradesh (New Mandi, Muzaffarnagar )","AQI_Baghpat, Uttar Pradesh (New Collectorate, Baghpat )","AQI_Hapur, Uttar Pradesh (Anand Vihar, Hapur )","AQI_Ghaziabad, Uttar Pradesh (Sanjay Nagar, Ghaziabad )","AQI_Ghaziabad, Uttar Pradesh (Indirapuram, Ghaziabad )","AQI_Ghaziabad, Uttar Pradesh (Loni, Ghaziabad )","AQI_Greater Noida, Uttar Pradesh (Knowledge Park   V, Greater Noida )","AQI_Noida, Uttar Pradesh (Sector 1, Noida )","AQI_Noida, Uttar Pradesh (Sector 116, Noida )","AQI_Meerut, Uttar Pradesh (Jai Bhim Nagar, Meerut )","AQI_Lucknow, Uttar Pradesh (Gomti Nagar, Lucknow )","AQI_Meerut, Uttar Pradesh (Ganga Nagar, Meerut )","AQI_Meerut, Uttar Pradesh (Pallavpuram Phase 2, Meerut )","AQI_Kanpur, Uttar Pradesh (IITK, Kanpur )","AQI_Agra, Uttar Pradesh (Shastripuram, Agra )","AQI_Varanasi, Uttar Pradesh (Bhelupur, Varanasi )","AQI_Agra, Uttar Pradesh (Sector 3B Avas Vikas Colony, Agra )","AQI_Varanasi, Uttar Pradesh (IESD Banaras Hindu University, Varanasi )","AQI_Gorakhpur, Uttar Pradesh (Madan Mohan Malaviya University of Technology, Gorakhpur )","AQI_Prayagraj, Uttar Pradesh (Motilal Nehru NIT, Prayagraj )","AQI_Agra, Uttar Pradesh (Manoharpur, Agra )","AQI_Lucknow, Uttar Pradesh (B R Ambedkar University, Lucknow )","AQI_Prayagraj, Uttar Pradesh (Jhunsi, Prayagraj )","AQI_Firozabad, Uttar Pradesh (Nagla Bhau, Firozabad )","AQI_Prayagraj, Uttar Pradesh (Nagar Nigam, Prayagraj )","AQI_Lucknow, Uttar Pradesh (Kukrail Picnic Spot 1, Lucknow )","AQI_Kanpur, Uttar Pradesh (NSI Kalyanpur, Kanpur )","AQI_Varanasi, Uttar Pradesh (Maldahiya, Varanasi )","AQI_Agra, Uttar Pradesh (Rohta, Agra )","AQI_Vrindavan, Uttar Pradesh (Omex Eternity, Vrindavan )","AQI_Kanpur, Uttar Pradesh (FTI Kidwai Nagar, Kanpur )","AQI_Agra, Uttar Pradesh (Shahjahan Garden, Agra )","AQI_Moradabad, Uttar Pradesh (Employment Office, Moradabad )","AQI_Moradabad, Uttar Pradesh (Buddhi Vihar, Moradabad )","AQI_Moradabad, Uttar Pradesh (Jigar Colony, Moradabad )","AQI_Moradabad, Uttar Pradesh (Eco Herbal Park, Moradabad )","AQI_Baghpat, Uttar Pradesh (Sardar Patel Inter College, Baghpat )","AQI_Firozabad, Uttar Pradesh (Vibhab Nagar, Firozabad )","AQI_Jhansi, Uttar Pradesh (Shivaji Nagar, Jhansi )","AQI_Bareilly, Uttar Pradesh (Rajendra Nagar, Bareilly )","AQI_Khurja, Uttar Pradesh (Kalindi Kunj, Khurja )","AQI_Moradabad, Uttar Pradesh (Transport Nagar, Moradabad )","AQI_Moradabad, Uttar Pradesh (Kashiram Nagar, Moradabad )","AQI_Bareilly, Uttar Pradesh (Civil Lines, Bareilly )"
2017-09-25,,,103.79,,,,120.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-26,,,123.84,,,,123.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27,,,136.66,,,,129.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-28,,,127.29,,,,136.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-29,,,149.61,,,,130.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,113.0,,,,105.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01,,,94.52,,,,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,,,68.23,,,,88.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,,,95.88,,,,115.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,,,115.48,,,,147.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,,,,,,,117.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,,,,,,,107.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07,,,120.44,,,,153.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-08,,,98.84,,,,151.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,,,132.09,,,,134.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,,,117.88,,,,143.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,,,131.55,,,,140.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,,,166.82,,,,182.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,,,163.94,,,,149.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-14,,,162.66,,,,172.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-15,,,167.93,,,,187.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,,,270.2,,,,171.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,,,341.26,,,,180.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,,,186.06,,,,163.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,,,158.77,,,,426.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,,,118.92,,,,329.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-21,,,77.91,,,,301.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-22,,,159.75,,,,181.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,,,187.45,,,,185.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,,,297.31,,,,273.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,,,344.43,,,,271.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,,,273.21,,,,310.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,,,269.48,,,,273.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-28,,,273.84,,,,282.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-29,,,195.56,,,,273.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,,,188.16,,,,308.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,,,158.86,,,,325.4,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,,,147.75,,,,187.93,304.73,331.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,,,,,,,194.07,430.0,385.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,,,,,,,251.5,442.3,417.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-04,,,196.81,,,,312.71,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-05,,,196.55,,,,311.89,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,,,177.78,,,,430.0,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,,,312.37,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,,,390.15,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,,,430.0,,,,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,,,430.0,,,,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11,,,398.79,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-12,,,346.38,,,,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,,,430.0,,,,332.17,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,,,311.2,,,,188.54,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,,,171.45,,,,175.78,374.1,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,,,182.83,,,,149.43,394.56,418.86,420.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,,,184.46,,,,150.15,295.64,363.76,262.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-18,,,296.93,,,,158.52,284.03,308.67,281.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-19,,,330.26,,,,120.78,290.22,329.32,320.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,,,303.55,,,,161.31,351.98,395.44,448.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,,,360.68,,,,172.32,417.09,430.0,377.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,,,414.69,,,,175.72,368.3,443.64,418.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-23,,,392.22,,,,177.67,386.78,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,,,384.96,,,,199.59,400.63,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-25,,,430.0,,,,199.41,430.0,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-26,,,386.52,,,,257.67,430.0,430.0,303.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,,,403.45,,,,143.08,430.0,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,,,430.0,,,,,430.0,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,,,430.0,,,,155.87,430.0,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,,,423.57,,,,179.42,430.0,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,,,404.25,,,,187.64,430.0,,399.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02,,,430.0,,,,174.66,430.0,430.0,431.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-03,,,431.93,,,,173.38,430.0,430.0,375.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,,,430.0,,,,259.75,430.0,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,,,430.0,,,,163.39,430.0,430.0,370.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,,,398.96,,,,96.23,274.24,195.46,192.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,,,430.0,,,,103.93,192.38,182.92,136.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,,,365.1,,,,140.96,377.48,323.13,277.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-09,,,430.0,,,,,430.0,430.0,187.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-10,,,370.46,,,,,430.0,430.0,152.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,,,430.0,,,,135.9,355.78,390.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,,,430.0,,,,129.88,196.18,187.92,119.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,,,348.77,,,,102.43,298.42,308.73,86.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,,,300.84,,,,116.39,287.22,303.18,145.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,,,308.14,,,,110.21,273.62,288.88,150.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-16,,,297.84,,,,110.66,191.32,254.58,160.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-17,,,318.08,,,,86.82,182.44,255.9,263.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,,,410.75,,,,161.12,,345.98,140.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,,,430.0,,,,155.13,,430.0,254.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,,,430.0,,,,250.0,,430.0,169.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,,,430.0,,,,384.19,430.0,430.0,163.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,,,331.81,,,,74.17,311.71,284.48,164.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-23,,,282.25,,,,,378.05,368.53,146.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-24,,,339.2,,,,,430.0,430.0,131.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-25,,,299.33,,,,,,430.0,149.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,,,430.0,,,,430.0,430.0,430.0,195.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,,,430.0,,,,430.0,430.0,430.0,185.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,,,421.48,,,,430.0,,430.0,108.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,,,323.15,,,,349.55,430.0,430.0,95.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-30,,,183.44,,,,,430.0,430.0,154.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,,198.04,,,,,430.0,430.0,166.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,,,163.55,,,,430.0,430.0,430.0,168.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,185.78,,,,430.0,430.0,430.0,259.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,,,333.93,,,,430.0,430.0,430.0,110.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,,,346.5,,,,314.67,389.37,430.0,139.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,,,329.48,,,,422.28,339.55,430.0,158.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-06,,,430.0,,,,430.0,427.19,430.0,206.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-07,,,430.0,,,,,336.58,348.27,147.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,,,345.01,,,,430.0,430.0,430.0,147.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,,,387.58,,,,385.9,,430.0,139.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,,,430.0,,,,142.03,342.38,374.42,176.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,,,335.68,,,,118.96,375.18,330.9,158.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,,,361.69,,,,191.97,430.0,430.0,277.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-13,,,430.0,,,,170.16,430.0,430.0,178.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-14,,,398.54,,,,151.68,419.86,433.57,195.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-15,,,408.5,,,,107.2,359.32,339.12,165.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,,,302.54,,,,149.66,399.49,430.0,173.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,,,345.45,,,,184.58,417.75,430.0,392.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,,,430.0,,,,377.58,430.0,430.0,186.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,,,430.0,,,,188.86,430.0,439.55,76.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-20,,,375.4,,,,,430.0,411.58,165.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-21,,,356.87,,,,135.18,430.62,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,,,355.71,,,,168.79,404.63,430.0,116.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,,,129.71,,,,119.64,279.59,268.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,,,92.04,,,,112.68,278.59,263.44,330.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,,,106.56,,,,108.97,256.47,279.39,182.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,,,102.16,,,,150.74,293.54,306.55,172.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-27,,,136.65,,,,149.7,400.92,442.52,128.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-28,,,171.49,,,,139.08,329.57,427.86,152.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,,,151.27,,,,114.05,289.12,362.86,172.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,,,176.79,,,,101.59,299.17,292.59,162.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,,,189.59,,,,111.45,327.23,320.73,159.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,,,118.99,,,,128.45,341.46,406.34,191.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,,,150.13,,,,102.49,308.64,309.77,107.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-03,,,145.26,,,,90.83,267.32,284.46,161.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-04,,,113.69,,,,96.0,297.38,285.04,144.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,,,112.04,,,,109.05,379.67,352.62,148.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,,,100.04,,,,77.65,269.33,297.4,175.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,139.27,,,,103.71,330.66,373.31,155.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,,,259.11,,,,147.22,418.56,422.58,132.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,,,261.48,,,,135.89,430.0,430.0,105.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-10,,,299.49,,,,143.41,430.0,430.0,142.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-11,,,292.6,,,,55.47,252.83,131.89,133.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,,,163.73,,,,82.68,160.23,151.75,125.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,171.82,,,,93.24,175.55,177.43,131.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-14,,,138.32,,,,87.91,151.51,154.64,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-15,,,169.43,,,,,167.07,169.17,104.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,,,181.99,,,,120.39,298.89,254.12,159.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-17,,,253.29,,,,148.9,285.16,272.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-18,,,400.4,,,,161.93,275.78,412.75,191.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,,,324.52,,,,174.75,377.98,389.7,284.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20,,,292.05,,,,174.97,430.0,430.0,416.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-21,,,378.25,,,,189.43,430.0,430.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,,,265.69,,,,171.82,380.89,377.32,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,,,254.39,,,,258.71,430.0,429.75,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-24,,,184.46,,,,189.7,378.85,393.57,429.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-25,,,279.7,,,,96.93,142.23,152.94,129.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,,,172.33,,,,86.53,160.56,,131.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,,,184.25,,,,135.1,191.91,,183.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,,,260.58,,,,111.38,283.89,329.89,266.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
