custom_date,"AQI_Lucknow, Uttar Pradesh (Talkatora District Industries Center, Lucknow )","AQI_Lucknow, Uttar Pradesh (Kendriya Vidyalaya, Lucknow )","AQI_Varanasi, Uttar Pradesh (Ardhali Bazar, Varanasi )","AQI_Agra, Uttar Pradesh (Sanjay Palace, Agra )","AQI_Kanpur, Uttar Pradesh (Nehru Nagar, Kanpur )","AQI_Lucknow, Uttar Pradesh (Lalbagh, Lucknow )","AQI_Noida, Uttar Pradesh (Sector   62, Noida )","AQI_Noida, Uttar Pradesh (Sector   125, Noida )","AQI_Ghaziabad, Uttar Pradesh (Vasundhara, Ghaziabad )","AQI_Moradabad, Uttar Pradesh (Lajpat Nagar, Moradabad )","AQI_Lucknow, Uttar Pradesh (Nishant Ganj, Lucknow )","AQI_Greater Noida, Uttar Pradesh (Knowledge Park   III, Greater Noida )","AQI_Bulandshahr, Uttar Pradesh (Yamunapuram, Bulandshahr )","AQI_Muzaffarnagar, Uttar Pradesh (New Mandi, Muzaffarnagar )","AQI_Baghpat, Uttar Pradesh (New Collectorate, Baghpat )","AQI_Hapur, Uttar Pradesh (Anand Vihar, Hapur )","AQI_Ghaziabad, Uttar Pradesh (Sanjay Nagar, Ghaziabad )","AQI_Ghaziabad, Uttar Pradesh (Indirapuram, Ghaziabad )","AQI_Ghaziabad, Uttar Pradesh (Loni, Ghaziabad )","AQI_Greater Noida, Uttar Pradesh (Knowledge Park   V, Greater Noida )","AQI_Noida, Uttar Pradesh (Sector 1, Noida )","AQI_Noida, Uttar Pradesh (Sector 116, Noida )","AQI_Meerut, Uttar Pradesh (Jai Bhim Nagar, Meerut )","AQI_Lucknow, Uttar Pradesh (Gomti Nagar, Lucknow )","AQI_Meerut, Uttar Pradesh (Ganga Nagar, Meerut )","AQI_Meerut, Uttar Pradesh (Pallavpuram Phase 2, Meerut )","AQI_Kanpur, Uttar Pradesh (IITK, Kanpur )","AQI_Agra, Uttar Pradesh (Shastripuram, Agra )","AQI_Varanasi, Uttar Pradesh (Bhelupur, Varanasi )","AQI_Agra, Uttar Pradesh (Sector 3B Avas Vikas Colony, Agra )","AQI_Varanasi, Uttar Pradesh (IESD Banaras Hindu University, Varanasi )","AQI_Gorakhpur, Uttar Pradesh (Madan Mohan Malaviya University of Technology, Gorakhpur )","AQI_Prayagraj, Uttar Pradesh (Motilal Nehru NIT, Prayagraj )","AQI_Agra, Uttar Pradesh (Manoharpur, Agra )","AQI_Lucknow, Uttar Pradesh (B R Ambedkar University, Lucknow )","AQI_Prayagraj, Uttar Pradesh (Jhunsi, Prayagraj )","AQI_Firozabad, Uttar Pradesh (Nagla Bhau, Firozabad )","AQI_Prayagraj, Uttar Pradesh (Nagar Nigam, Prayagraj )","AQI_Lucknow, Uttar Pradesh (Kukrail Picnic Spot 1, Lucknow )","AQI_Kanpur, Uttar Pradesh (NSI Kalyanpur, Kanpur )","AQI_Varanasi, Uttar Pradesh (Maldahiya, Varanasi )","AQI_Agra, Uttar Pradesh (Rohta, Agra )","AQI_Vrindavan, Uttar Pradesh (Omex Eternity, Vrindavan )","AQI_Kanpur, Uttar Pradesh (FTI Kidwai Nagar, Kanpur )","AQI_Agra, Uttar Pradesh (Shahjahan Garden, Agra )","AQI_Moradabad, Uttar Pradesh (Employment Office, Moradabad )","AQI_Moradabad, Uttar Pradesh (Buddhi Vihar, Moradabad )","AQI_Moradabad, Uttar Pradesh (Jigar Colony, Moradabad )","AQI_Moradabad, Uttar Pradesh (Eco Herbal Park, Moradabad )","AQI_Baghpat, Uttar Pradesh (Sardar Patel Inter College, Baghpat )","AQI_Firozabad, Uttar Pradesh (Vibhab Nagar, Firozabad )","AQI_Jhansi, Uttar Pradesh (Shivaji Nagar, Jhansi )","AQI_Bareilly, Uttar Pradesh (Rajendra Nagar, Bareilly )","AQI_Khurja, Uttar Pradesh (Kalindi Kunj, Khurja )","AQI_Moradabad, Uttar Pradesh (Transport Nagar, Moradabad )","AQI_Moradabad, Uttar Pradesh (Kashiram Nagar, Moradabad )","AQI_Bareilly, Uttar Pradesh (Civil Lines, Bareilly )"
2021-05-31,139.4,87.42,,,,,,,150.74,,,,123.73,118.01,,,,146.1,,,,,,,,,50.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,144.97,85.1,,,,86.2,,,106.91,,,,81.28,,,,,62.03,,125.2,,,,,,,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,115.86,96.79,,,,103.71,,,131.16,,,,105.44,102.43,,,,125.79,,138.28,110.61,,,,,,47.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-03,132.21,111.39,,,,,,,172.97,163.27,,,122.88,137.33,,,,163.89,,177.13,149.91,,,,,,54.58,,,,,,159.79,,,141.21,,,,,,,,,,,,,,,,,,,,,
2021-06-04,128.11,108.91,,,,97.61,,,144.34,,,,135.17,163.13,,,,131.18,,158.61,125.74,147.75,,,,,43.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-05,132.75,92.94,,,,85.23,,,129.16,,,,110.23,116.52,,,,,,160.24,118.6,128.95,,,,,41.96,,,,,,,91.44,,81.34,,,,,,,,,,,,,,,,,,,,,
2021-06-06,,91.38,,,,94.14,,,,,,,136.33,179.03,,,,146.82,,,135.98,155.43,,,,,46.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07,149.13,129.34,,,,132.12,,,,,,165.78,179.96,172.26,,,,182.83,,281.85,186.71,196.79,,,,,54.23,,,,,,,98.52,,84.21,,,,,,,,,,,,,,,,,,,,,
2021-06-08,144.29,117.51,,,,128.15,,,,,,78.09,322.1,329.6,,,,430.0,,430.0,430.0,,,,,,48.2,,,,,,,117.55,94.62,113.16,,,,,,,,,,,,,,,,,,,,,
2021-06-09,124.21,91.92,,,,104.49,,,,,,,304.58,391.58,,,,335.76,,355.86,,,,,,,45.57,,,,,,,185.32,55.27,154.66,,,,,,,,,,,,,,,,,,,,,
2021-06-10,,72.81,,,,68.3,,,,52.45,,,121.21,83.65,,,,133.62,,129.22,139.4,133.43,,,,,31.97,,,,,,,,39.13,430.0,,,,,,,,,,,,,,,,,,,,,
2021-06-11,103.71,89.39,,,,89.42,,,,64.44,,125.72,105.29,74.29,,,,,,147.87,147.77,148.78,,,,,37.37,,,,,,54.53,137.04,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,60.2,49.66,,,,46.51,,,,55.95,,68.88,57.38,60.73,,,,,,103.32,86.01,97.26,,,,,43.8,,,99.53,,,33.86,123.14,36.0,37.48,,,,,,,,,,,,,,,,,,,,,
2021-06-13,45.72,27.8,,,,42.18,,,,,,83.71,62.82,77.21,,,,,,116.97,103.62,104.9,,,,,30.5,,,70.0,,,23.33,66.78,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,63.11,48.5,,,,42.39,,,,,,,59.83,94.75,,,,103.22,,101.5,92.48,94.8,,,,,22.6,,,,,,26.68,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15,68.49,59.68,,,,54.9,,,,38.76,,,65.78,96.3,,,,115.47,,106.03,114.98,114.19,,,,,22.48,,,79.78,,,33.22,68.03,,,,,,,,,,,,,,,,,,,,,,,
2021-06-16,88.2,58.04,,,,75.75,,,,61.55,,,62.04,68.91,,,,89.62,,108.07,91.46,101.48,,,,,39.7,,,108.55,,,37.11,104.23,,,,,,,,,,,,,,,,,,,,,,,
2021-06-17,,40.16,,,,49.71,,,,54.48,,,53.66,75.59,,,,99.58,,91.6,85.38,96.84,,,,,29.45,,,85.24,,,28.66,72.0,30.0,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,102.18,44.87,,,,47.0,59.43,,,48.0,,,41.91,58.97,,,,54.97,,74.93,62.89,56.84,,,,,28.52,,,51.11,,,25.85,44.51,32.0,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,92.62,39.25,,,,50.0,,,,,,,36.47,40.08,,,,49.34,,62.55,54.18,48.73,,,,,20.88,,,,,,31.0,36.99,25.0,,,,,,,,,,,,,,,,,,,,,,
2021-06-20,85.15,30.97,,,,50.0,55.61,,54.85,74.18,,,30.43,34.45,,,,,,,43.11,51.37,,,,,43.23,68.8,,,,,44.91,51.94,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21,95.01,72.62,,,,71.14,77.02,,97.11,105.0,,,68.73,105.79,,,,78.32,,109.51,84.42,91.53,,,,,47.11,79.63,,,,,76.26,55.5,202.36,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,101.06,68.83,,,,76.99,169.63,,190.6,179.05,,,154.16,154.45,,,,168.76,,281.93,164.84,,,,,,49.08,141.22,,,47.42,,47.34,126.44,40.39,77.82,,,,,,,,,,,,,,,,,,,,,
2021-06-23,115.37,68.89,,,,81.29,162.46,,180.38,90.68,,,121.31,122.17,,,,,,192.54,167.49,178.16,,,,,39.06,138.5,41.5,,40.76,,47.32,122.42,,67.26,,,,,,,,,,,,,,,,,,,,,
2021-06-24,94.96,66.0,,,,66.6,,,141.65,96.41,,,83.76,151.51,,,,117.87,145.23,,136.36,118.03,,,,,31.76,124.88,48.05,118.07,38.44,,,87.55,,49.03,,,,,,,,,,,,,,,,,,,,,
2021-06-25,91.49,60.03,,,,58.72,139.25,,170.64,101.24,,,108.33,159.9,,,,152.61,177.33,172.37,150.7,158.38,,,,172.18,37.75,107.63,,109.0,31.55,,28.5,101.24,,,,,,,,,,,,,,,,,,,,,,,
2021-06-26,87.76,71.74,,,,56.24,151.63,,171.65,,,,108.37,124.85,,,,154.02,178.94,164.0,139.68,148.89,133.28,,,118.99,,118.85,45.5,107.48,32.06,,37.87,103.22,,49.32,,,,,,,,,,,,,,,,,,,,,
2021-06-27,96.03,82.59,,,,67.06,152.56,,153.93,106.11,,,104.3,129.2,,,,145.25,178.0,174.56,145.13,169.89,118.94,,,121.11,34.82,111.24,47.17,105.85,41.7,,46.05,107.3,,,,,,,,,,,,,,,,,,,,,,,
2021-06-28,110.94,86.44,,,,84.68,154.87,,167.12,145.52,,,127.96,163.29,,,,151.09,198.0,188.1,156.78,167.07,,,,156.18,34.83,132.51,85.17,108.22,77.75,,98.29,105.78,65.67,131.31,,,,,,,,,,,,,,,,,,,,,
2021-06-29,143.09,92.07,,,,118.96,188.8,,280.23,191.69,,,164.61,192.18,,,297.72,199.64,297.1,284.27,78.32,253.13,286.77,,,280.15,67.85,158.32,78.16,173.66,84.92,,76.92,148.16,75.2,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,254.73,154.13,,,,159.47,344.51,,448.04,,,,279.87,334.49,,,430.0,406.03,430.0,446.79,397.88,336.99,424.58,,,438.65,54.11,147.39,85.97,150.86,76.63,,78.83,141.62,121.93,87.05,,,,,,,,,,,,,,,,,,,,,
2021-07-01,141.27,108.63,,,,127.86,297.25,,349.72,,,,289.64,370.43,,,430.0,317.04,387.87,352.83,310.66,318.51,399.73,,,390.1,44.88,126.23,58.13,116.11,43.88,,64.27,109.97,78.37,84.48,,,,,,,,,,,,,,,,,,,,,
2021-07-02,141.15,,,,,114.56,253.12,,271.98,178.26,,,197.42,268.0,,,329.25,258.07,297.54,268.97,258.23,267.83,325.76,,,297.59,45.77,,,115.63,60.45,,59.52,112.05,68.85,57.55,,,,,,,,,,,,,,,,,,,,,
2021-07-03,115.37,58.67,,,,98.46,144.37,,153.46,132.66,,,107.42,137.42,,,162.08,139.83,155.64,143.28,143.81,152.38,116.62,,,131.47,52.93,107.85,,102.51,47.4,,60.93,99.31,67.47,,,,,,,,,,,,,,,,,,,,,,
2021-07-04,125.91,104.25,,,,91.5,163.62,,175.87,159.57,,,114.99,149.5,,,165.13,161.31,172.93,176.39,155.55,160.46,,,,121.51,31.98,112.7,67.92,106.72,67.62,35.27,86.08,107.41,70.52,,,,,,,,,,,,,,,,,,,,,,
2021-07-05,133.47,,,,,110.48,177.25,,187.66,189.35,,,153.04,179.79,,,190.65,162.69,168.99,184.48,163.78,,171.95,,,171.51,48.57,160.32,63.72,139.55,57.95,31.57,72.87,138.18,66.18,86.75,,,,,,,,,,,,,,,,,,,,,
2021-07-06,143.04,110.12,,,,114.94,255.89,,253.05,281.74,,,165.16,284.79,,,,174.48,195.16,195.77,184.32,179.61,251.01,,,197.21,47.84,154.43,,139.25,,51.37,75.43,142.05,67.97,94.27,,,,,,,,,,,,,,,,,,,,,
2021-07-07,146.89,111.73,,,,119.64,160.83,,180.02,,,,159.59,169.45,,,,153.81,194.65,173.39,170.12,160.74,186.32,,,178.18,82.77,162.48,84.2,135.83,,38.53,82.75,132.2,77.48,94.84,,,,,,,,,,,,,,,,,,,,,
2021-07-08,147.15,93.37,,,,89.4,172.18,,,,,,156.64,148.88,,,197.07,175.78,197.33,193.85,184.98,188.47,170.51,,,169.27,139.23,170.93,51.7,145.06,44.19,20.45,73.26,162.86,47.56,93.36,,,,,93.73,,,,,,,,,,,,,,,,
2021-07-09,104.43,69.1,,,,72.79,109.99,,116.01,67.58,,,78.97,108.76,,,106.35,103.12,118.38,108.87,103.22,109.93,78.99,,,91.46,39.1,123.31,43.44,90.33,45.56,20.5,43.33,104.84,33.15,101.34,,,,,74.45,,,,,,,,,,,,,,,,
2021-07-10,101.48,72.72,,,,62.62,71.81,,80.18,62.35,,,58.09,84.76,,,,69.11,89.54,76.88,70.32,78.0,48.82,,,60.97,,111.75,56.0,72.86,48.5,27.11,,78.42,36.17,280.7,,,,63.49,78.41,,,,,,,,,,,,,,,,
2021-07-11,105.93,73.58,,,,64.19,122.67,,95.94,60.54,,,64.03,66.52,,,,81.08,110.3,,90.17,104.08,59.58,,,64.83,39.77,79.81,47.46,72.42,41.16,,47.42,79.82,34.47,139.67,,,,,76.56,,,,,,,,,,,,,,,,
2021-07-12,96.27,68.13,,,,74.14,76.77,,81.36,60.84,,,53.92,79.71,,,67.82,64.15,94.99,84.34,62.18,77.25,49.77,,,62.48,,99.19,44.05,61.73,34.1,,44.81,,30.14,73.02,,,41.33,45.04,75.63,,,,,,,,,,,,,,,,
2021-07-13,87.89,98.88,,,,71.1,,,70.05,110.58,,,42.61,31.08,,45.33,,59.65,62.74,79.64,66.94,67.57,42.0,,,41.69,,79.37,41.17,63.24,35.37,21.83,,61.03,29.93,67.32,,,46.54,,72.38,,,,,,,,,,,,,,,,
2021-07-14,98.94,49.15,,,,105.78,56.44,,72.55,102.1,,,39.54,54.47,,39.41,44.11,58.91,75.9,,74.68,64.12,,,,42.85,,,44.96,65.83,36.22,25.53,30.7,,30.39,78.46,,,29.79,,69.54,,,,,,,,,,,,,,,,
2021-07-15,107.52,65.12,,,,84.12,80.82,,,69.79,,,45.71,89.0,,59.76,67.76,,75.57,115.08,74.14,76.68,,,,51.11,37.8,,39.99,70.54,37.32,27.25,30.76,43.2,37.46,,,,34.48,54.94,,,,,,,,,,,,,,,,,
2021-07-16,112.58,,,,,89.64,93.58,,,82.34,,,53.62,106.13,81.17,62.96,94.02,,105.61,102.96,91.98,65.67,61.57,,,66.57,47.27,,60.63,77.68,60.38,33.06,39.34,71.41,44.34,80.38,,,39.77,71.62,,,,,,,,,,,,,,,,,
2021-07-17,106.6,107.75,,,,66.01,,,,90.4,,,72.89,,101.39,,105.25,103.49,127.74,121.14,94.54,118.76,,,,86.79,46.48,,49.42,79.5,40.35,20.0,29.74,74.07,35.61,70.42,,,35.23,85.92,75.6,,,,,,,,,,,,,,,,
2021-07-18,70.36,101.04,,,,50.0,,,86.93,40.0,,,46.96,,79.91,,76.61,63.97,102.13,,68.42,73.17,,,,48.67,21.1,,27.45,30.52,30.24,20.5,25.41,24.42,20.55,36.28,38.38,,20.5,32.69,54.28,,,,,,,,,,,,,,,,
2021-07-19,75.63,78.34,,,,50.0,145.23,,,39.82,,,23.67,,32.44,44.0,44.69,,39.5,,49.12,35.5,,,,40.67,,,34.93,26.03,35.14,21.9,,18.89,24.97,,24.38,,23.0,29.48,63.14,,,,,,,,,,,,,,,,
2021-07-20,70.79,,,,,53.51,85.53,,69.17,46.97,,,31.26,44.28,32.58,50.0,52.99,,61.86,,62.32,57.1,48.0,,,34.98,18.42,,32.34,41.59,37.4,19.0,,28.7,13.29,,39.37,,20.5,,53.98,,,,,,,,,,,,,,,,
2021-07-21,49.86,68.19,,,,50.0,83.92,,42.27,43.02,,,40.27,,52.1,42.19,78.51,76.41,84.4,,89.44,96.33,43.5,,,49.5,34.58,,39.14,,35.56,18.5,,33.26,12.94,,44.4,,,42.02,74.9,,,,,,,,,,,,,,,,
2021-07-22,77.66,31.07,,,,50.0,75.77,,59.9,38.27,,,33.38,65.39,39.61,31.98,42.1,47.97,34.92,,53.83,51.96,35.5,,,33.0,29.11,,31.6,,29.19,22.28,,28.63,19.81,,25.21,,,44.48,57.88,,,,,,,,,,,,,,,,
2021-07-23,93.11,52.81,,,,62.5,83.4,,102.29,67.8,,,46.25,62.04,58.09,59.84,85.29,80.41,170.7,,78.08,90.66,47.1,,,51.24,32.33,,30.5,,24.31,17.0,,36.88,29.07,,,,25.5,,52.81,,,,,,,,,,,,,,,,
2021-07-24,95.16,34.49,,,,55.82,89.86,,109.46,64.31,,,51.54,68.57,64.89,65.86,96.12,105.14,302.69,,104.11,105.84,54.05,,,52.65,30.25,,26.69,49.29,,13.0,,27.8,15.86,37.77,32.73,,23.87,,45.27,,,,,,,,,,,,,,,,
2021-07-25,106.92,74.27,,,,71.23,63.12,,76.86,,,,39.07,79.48,45.56,41.58,56.9,61.19,194.95,,55.22,77.54,,,,44.93,47.0,,37.52,52.1,51.28,35.98,41.89,44.38,34.65,61.65,37.4,,34.13,54.64,67.64,,,,,,,,,,,,,,,,
2021-07-26,90.26,54.29,,,,78.28,114.13,,111.77,,,,55.45,80.68,76.1,67.09,87.46,92.8,205.82,,93.52,103.45,48.12,,,,35.95,101.87,29.33,61.25,28.03,35.98,19.96,54.43,22.28,,41.82,,24.25,45.89,49.69,,,,,,,,,,,,,,,,
2021-07-27,45.85,28.64,,,,50.0,66.78,,73.89,,,,44.2,64.53,46.5,,81.01,53.08,,,56.8,56.17,61.5,,,,,41.97,30.5,47.02,29.65,20.15,23.29,34.6,11.0,35.84,,28.49,,,47.71,,,,,,,,,,,,,,,,
2021-07-28,56.13,45.0,,,,50.0,72.37,,52.61,,,,32.0,41.47,44.0,,36.49,48.62,,,45.0,44.0,38.5,,,,,22.94,21.91,32.0,23.96,20.0,29.02,21.2,10.0,42.2,39.75,37.03,,,34.5,,,,,,,,,,,,,,,,
2021-07-29,71.64,42.71,,,,50.0,70.83,,64.48,,,,37.44,48.07,58.89,,44.38,47.94,46.11,,94.8,53.76,45.0,,,35.95,,27.29,24.2,29.08,25.77,22.0,20.67,,,,32.79,24.26,,,35.82,,,,,,,,,,,,,,,,
2021-07-30,74.52,44.09,,,,50.0,64.54,,63.27,,,,27.74,40.25,56.41,,39.42,55.69,48.97,,63.09,53.81,50.0,,,31.44,33.5,,31.0,,,15.0,25.89,,,40.21,16.55,40.38,19.96,32.1,35.15,,,,,,,,,,,,,,,,
2021-07-31,64.36,49.0,,,,50.0,75.64,,113.46,,,,29.5,69.89,74.2,,82.94,,78.71,,66.2,,49.0,,,55.81,25.8,20.7,32.0,22.54,,13.0,16.5,,12.0,,19.32,83.16,,19.13,41.0,,,,,,,,,,,,,,,,
2021-08-01,61.0,48.5,,,,50.0,84.23,,101.79,,,,31.8,59.15,41.35,,68.55,,69.5,,118.66,92.21,34.86,,,34.15,30.99,,22.0,27.74,,17.0,,16.73,10.16,,24.5,,,,54.45,,,,,,,,,,,,,,,,
2021-08-02,65.77,38.04,,,,59.49,61.35,,69.86,,,,30.35,82.79,54.16,,43.9,,60.58,,61.04,,32.91,,,33.73,33.89,,28.49,34.85,38.69,16.0,,19.12,13.6,37.65,,31.88,23.07,26.62,65.35,,,,,,,,,,,,,,,,
2021-08-03,76.53,54.35,,,,56.78,52.32,,71.27,,,,33.31,67.34,,,47.75,61.45,72.38,,75.54,,39.0,,,36.94,38.4,,40.21,23.84,36.39,19.0,28.41,9.34,17.91,49.54,14.5,45.95,19.33,75.91,55.01,,22.97,,,,,,,,,,,,,,
2021-08-04,82.16,50.0,,,,64.69,73.89,,93.71,,,,39.48,59.21,73.86,,64.6,78.99,81.06,,,,38.5,,,39.73,31.87,,42.02,39.34,49.02,19.0,42.01,,22.52,,21.96,53.65,32.52,49.37,62.46,35.86,32.54,,,,,,,,,,,,,,
2021-08-05,80.5,48.27,,,,75.5,79.88,,94.87,,,,46.51,68.59,63.11,,70.84,78.66,82.72,,,87.05,,,,66.49,33.82,,35.45,60.04,42.07,20.5,34.47,,25.29,,48.18,41.65,36.43,49.96,57.83,58.43,41.84,,,,,,,,,,,,,,
2021-08-06,109.4,35.84,,,,82.1,108.11,,120.75,,,,59.51,79.02,98.43,,95.83,106.55,108.25,,,112.56,45.78,,,60.7,43.58,,33.44,86.15,41.44,21.5,29.4,66.07,34.28,32.41,33.9,45.73,61.85,49.02,45.5,70.6,59.52,,,,,,,,,,,,,,
2021-08-07,91.4,64.18,,,,92.63,109.45,,131.04,,,,,64.31,,,64.55,118.88,83.83,,,106.13,43.0,,,39.45,44.47,,43.38,59.39,43.94,20.0,35.04,,31.56,51.62,,54.04,54.31,57.83,50.0,40.99,36.68,,,,,,,,,,,,,,
2021-08-08,,61.42,,,,74.17,78.09,,95.14,,,,30.17,67.84,,,67.32,73.46,76.61,,,70.0,48.0,,,41.5,30.09,,26.68,47.03,,20.5,24.43,,24.23,46.25,28.18,29.22,33.45,41.06,39.0,39.78,,,,,,,,,,,,,,,
2021-08-09,79.78,64.3,,,,58.09,83.09,,115.32,,,,29.97,76.43,81.57,,103.47,94.82,98.82,,,85.16,49.0,,,63.28,40.0,,20.0,37.82,30.92,19.5,18.34,,,,41.95,23.44,25.47,40.91,34.5,,31.33,,,,,,,,,,,,,,
2021-08-10,107.37,32.88,,,,71.1,135.57,,156.29,,,,104.02,132.92,125.47,,163.06,144.64,148.44,,,147.84,127.55,,,127.18,38.45,,24.82,93.46,47.49,,19.58,,,27.75,87.6,27.0,27.73,79.17,31.5,,91.25,,,,,,,,,,,,,,
2021-08-11,,37.71,,,,107.43,119.32,,135.73,,,,111.23,138.88,132.03,,160.58,122.84,138.11,,,121.73,,,,143.87,44.08,,28.36,96.5,27.27,,42.52,,44.61,55.41,88.35,44.22,41.68,95.27,29.5,61.72,81.66,,,,,,,,,,,,,,
2021-08-12,105.12,38.45,,,,93.02,131.21,,145.75,,,,121.79,126.13,131.12,,154.27,139.39,146.4,,,140.85,127.57,,,132.6,52.93,,53.99,100.77,51.05,23.5,65.98,83.32,38.26,85.41,78.0,95.23,34.87,90.09,52.01,66.41,89.18,,,,,,,,,,,,,,
2021-08-13,115.24,56.12,,,,115.87,119.84,,138.25,,,,98.64,114.78,123.54,105.46,148.22,124.64,135.71,,125.43,118.54,104.33,,,,54.02,,68.52,97.9,64.53,22.28,65.73,84.13,55.23,,81.64,74.44,39.37,87.58,65.61,63.82,86.84,,,,,,,,,,,,,,
2021-08-14,125.83,64.39,,,,120.24,129.48,,151.54,,,,108.19,129.85,124.08,125.14,158.24,142.17,138.86,,134.62,137.85,,,,126.92,61.72,,73.76,,75.64,26.95,70.54,,58.48,,79.24,73.9,37.57,83.15,66.94,66.16,84.41,,,,,,,,,,,,,,
2021-08-15,89.85,72.08,,,,102.43,135.36,,,,,,128.11,142.83,134.78,136.12,145.35,145.37,151.81,,144.78,144.86,,,,141.1,58.05,,75.63,,78.53,35.97,83.86,,39.66,,92.23,66.9,37.03,84.23,64.53,76.69,99.97,,,,,,,,,,,,,,
2021-08-16,133.18,66.35,,,,110.16,141.89,,164.86,,,,132.3,139.81,139.8,135.43,148.98,147.89,145.12,,148.91,145.28,122.15,,,164.78,63.19,,70.16,,79.04,29.68,72.32,,58.84,99.54,92.1,54.15,46.63,99.54,,97.27,111.69,,,,,,,,,,,,,,
2021-08-17,130.42,76.9,,,,114.23,154.28,,183.54,,,,142.89,,159.89,153.84,161.37,168.53,170.83,,164.2,,122.17,,,153.03,76.93,,59.84,142.42,68.06,39.08,70.43,,52.73,88.21,103.0,53.82,37.5,107.73,65.32,,131.21,,,,,,,,,,,,,,
2021-08-18,117.61,70.68,,,,107.43,165.35,,179.87,,,,126.64,,159.28,133.46,171.94,170.48,173.66,,165.71,185.41,110.27,,,,58.9,,44.82,144.74,,21.23,54.62,140.2,26.22,,87.47,36.97,55.24,109.28,35.05,,141.34,,,,,,,,,,,,,,
2021-08-19,97.21,56.71,,,,84.59,,,151.47,,,,80.48,,124.9,68.27,126.38,151.73,152.12,,151.13,155.93,86.56,,,94.9,36.32,,25.62,107.63,33.52,19.15,,102.84,24.83,,61.96,20.0,33.57,44.38,32.96,,105.86,,,,,,,,,,,,,,
2021-08-20,80.64,47.41,,,,68.04,,,62.18,,,,29.7,,35.66,32.83,43.27,54.78,106.15,,39.53,53.75,44.0,,,35.77,,,25.4,,32.16,19.53,34.53,40.58,22.64,82.83,22.5,24.5,33.58,29.0,33.96,,33.35,,,,,,,,,,,,,,
2021-08-21,82.03,50.0,,,,69.13,47.47,,40.36,,,,27.38,,,34.17,32.66,42.31,41.5,,34.0,37.29,43.5,,,,35.72,,47.47,29.03,42.24,17.0,37.87,33.13,,43.0,,32.0,33.33,48.84,51.77,,21.87,,,,,,,,,,,,,,
2021-08-22,69.56,44.57,,,,80.97,80.06,,96.42,,,,58.22,,49.87,,67.19,77.96,85.68,,64.62,63.7,40.76,,,57.77,42.73,,34.36,,32.95,23.49,42.21,42.93,37.84,46.41,34.77,31.5,37.3,77.33,29.17,,37.37,,,,,,,,,,,,,,
2021-08-23,57.87,47.64,,,,69.29,,,118.32,,,,37.85,,68.83,,102.7,104.83,98.34,,82.65,91.46,,,,63.36,44.18,,,51.38,37.74,22.0,41.62,41.79,28.07,63.23,31.57,38.53,27.0,52.59,43.5,,37.63,,,,,,,,,,,,,,
2021-08-24,57.79,44.88,,,,74.91,,,132.46,,,,66.09,,105.34,83.7,110.23,124.78,131.42,,,110.96,,,,94.7,45.47,,46.21,73.43,38.78,29.0,43.67,57.88,34.44,47.04,46.43,28.44,34.5,48.83,47.35,,54.39,,,,,,,,,,,,,,
2021-08-25,88.35,44.37,,,,114.96,115.27,,124.17,,,,105.83,,129.23,125.01,147.22,128.62,129.16,134.69,117.44,119.51,132.18,,,149.14,38.45,,43.79,80.25,42.3,26.32,45.97,69.31,59.37,,67.23,32.77,36.13,82.82,41.16,,71.05,,,,,,,,,,,,,,
2021-08-26,108.31,63.18,,,,108.82,142.76,,161.61,,,,131.58,162.11,145.35,149.39,167.92,155.63,155.87,166.93,145.19,152.06,,,,151.3,,,54.44,88.84,56.13,,55.25,82.32,63.38,67.65,70.33,43.87,34.8,88.42,61.19,,85.41,,,,,,,,,,,,,,
2021-08-27,111.04,75.38,,,,98.31,163.33,,,,,,128.37,142.82,153.25,136.58,177.43,173.35,181.96,190.79,161.48,,,,,135.81,,,35.18,111.62,43.52,30.92,56.52,111.19,68.7,79.9,82.74,47.27,44.75,107.51,52.94,,106.18,,,,,,,,,,,,,,
2021-08-28,107.32,71.3,,,,87.34,134.01,,135.97,,,,78.65,95.81,102.79,83.97,110.55,127.63,124.76,124.33,120.25,,72.88,,,83.84,45.27,,53.74,110.46,51.69,19.5,62.47,102.47,58.31,91.52,,51.89,43.92,80.13,60.42,,88.32,,,,,,,,,,,,,,
2021-08-29,56.98,59.57,,,,65.15,107.59,,118.33,,,,67.39,99.82,83.49,65.51,94.4,110.73,108.58,101.59,87.5,,62.21,,,74.16,47.43,,29.69,71.18,30.26,,,51.72,29.14,,27.5,26.12,27.5,51.53,34.77,,60.22,,,,,,,,,,,,,,
